"GeographyCode","QS802EW0001","QS802EW0002","QS802EW0003","QS802EW0004","QS802EW0005","QS802EW0006","QS802EW0007","QS802EW0008","QS802EW0009","QS802EW0010","QS802EW0011","QS802EW0012","QS802EW0013","QS802EW0014","QS802EW0015","QS802EW0016","QS802EW0017","QS802EW0018"
"E00004791",238,135,11,2,0,4,0,2,5,24,25,23,5,1,1,0,0,0
"E00004792",267,140,14,4,3,5,0,4,4,22,36,30,5,0,0,0,0,0
"E00004793",252,111,22,6,4,5,0,3,1,24,25,46,3,1,0,1,0,0
"E00004794",521,281,21,11,8,21,2,9,6,34,47,58,22,1,0,0,0,0
"E00004795",251,129,18,3,2,3,0,1,2,17,26,47,3,0,0,0,0,0
"E00004796",263,115,5,1,0,6,1,5,7,31,43,43,5,0,1,0,0,0
"E00004797",336,162,12,11,6,11,3,12,10,31,34,32,9,1,2,0,0,0
"E00004798",242,123,12,4,0,3,2,6,2,21,32,30,7,0,0,0,0,0
"E00004799",306,159,11,1,2,5,1,4,5,24,52,39,3,0,0,0,0,0
"E00004801",286,128,13,2,2,5,2,3,10,37,53,28,2,1,0,0,0,0
"E00004802",229,111,9,2,0,1,0,1,7,31,37,29,1,0,0,0,0,0
"E00004803",153,88,3,2,1,5,3,3,3,11,20,14,0,0,0,0,0,0
"E00004804",219,103,10,1,3,3,0,5,2,22,31,36,1,0,1,1,0,0
"E00004805",226,122,9,1,1,4,0,5,6,25,34,14,5,0,0,0,0,0
"E00004806",256,129,11,1,0,1,3,4,8,35,33,28,2,0,0,1,0,0
"E00004807",246,139,5,4,2,5,2,2,7,23,17,33,7,0,0,0,0,0
"E00004808",230,48,15,3,1,6,2,10,11,47,44,30,10,1,2,0,0,0
"E00004809",253,112,9,4,6,10,2,6,6,18,25,44,6,4,1,0,0,0
"E00004810",295,151,15,5,0,4,1,2,5,26,41,42,3,0,0,0,0,0
"E00004811",270,152,10,0,4,3,1,4,7,21,37,21,5,0,3,2,0,0
"E00004812",358,220,13,5,4,9,2,6,7,35,30,24,1,1,1,0,0,0
"E00004813",374,225,13,8,1,11,2,6,8,27,25,42,5,0,1,0,0,0
"E00004814",209,144,7,3,5,2,2,0,2,11,16,16,0,1,0,0,0,0
"E00004815",512,213,16,5,7,14,6,10,15,70,84,54,13,2,2,1,0,0
"E00004816",245,137,8,5,1,2,0,3,5,29,31,24,0,0,0,0,0,0
"E00004817",258,177,5,3,0,1,0,1,7,27,21,15,1,0,0,0,0,0
"E00004818",202,109,5,2,1,2,2,3,11,27,23,15,2,0,0,0,0,0
"E00004819",335,208,9,5,1,1,1,2,9,23,43,30,2,0,1,0,0,0
"E00004820",292,140,9,4,0,5,0,1,9,32,58,30,4,0,0,0,0,0
"E00004821",191,112,2,2,1,5,0,1,7,26,20,12,2,0,1,0,0,0
"E00004822",350,242,8,3,0,9,3,4,7,30,23,20,1,0,0,0,0,0
"E00004823",387,205,13,7,4,7,5,8,15,24,33,58,6,2,0,0,0,0
"E00004824",218,110,4,1,3,7,7,3,3,34,35,11,0,0,0,0,0,0
"E00004825",201,126,8,2,0,2,0,3,3,24,15,16,2,0,0,0,0,0
"E00004826",235,136,12,0,1,4,1,4,8,27,16,23,2,1,0,0,0,0
"E00004827",344,183,15,4,6,7,2,7,13,31,33,32,6,3,2,0,0,0
"E00004828",273,158,12,6,2,8,1,5,4,25,21,27,3,0,1,0,0,0
"E00004829",238,129,8,3,2,2,0,2,3,24,32,27,5,0,1,0,0,0
"E00004830",304,135,19,5,4,12,1,6,5,37,43,32,1,3,1,0,0,0
"E00004831",255,153,10,5,6,4,4,8,6,16,12,29,2,0,0,0,0,0
"E00004832",342,193,13,6,5,8,1,6,8,31,30,32,6,2,1,0,0,0
"E00004833",331,193,16,5,1,8,1,5,15,39,25,21,2,0,0,0,0,0
"E00004834",442,256,22,10,9,14,1,6,11,36,37,35,3,2,0,0,0,0
"E00004835",327,193,6,4,1,2,5,3,10,44,32,20,4,2,1,0,0,0
"E00004836",335,204,7,4,0,5,2,4,7,38,29,27,6,1,1,0,0,0
"E00004837",400,237,6,1,0,11,2,9,12,48,44,21,6,1,0,2,0,0
"E00004838",258,149,8,3,1,5,3,5,7,24,29,17,4,0,2,1,0,0
"E00004839",341,184,8,10,6,8,1,8,10,29,44,24,5,0,3,1,0,0
"E00004840",236,134,3,2,1,9,1,5,4,20,34,19,3,0,1,0,0,0
"E00004841",276,176,20,3,3,4,3,1,6,26,17,14,3,0,0,0,0,0
"E00004842",266,183,3,2,0,3,0,3,7,27,23,9,3,1,2,0,0,0
"E00004843",206,117,3,5,2,9,1,3,2,19,31,11,2,0,0,1,0,0
"E00004844",276,160,11,3,3,4,0,4,8,20,33,23,2,1,2,0,2,0
"E00004845",240,136,5,0,0,4,1,5,5,22,28,26,6,0,2,0,0,0
"E00004846",279,163,8,0,2,11,1,7,3,22,27,29,5,1,0,0,0,0
"E00004847",238,142,6,0,1,6,3,6,5,26,19,9,11,1,3,0,0,0
"E00004848",327,146,7,10,7,3,3,3,8,30,48,51,9,0,2,0,0,0
"E00004849",286,165,10,8,7,5,0,2,6,30,28,24,1,0,0,0,0,0
"E00004850",446,253,19,2,4,9,0,5,7,38,67,35,4,1,2,0,0,0
"E00004851",188,118,6,1,1,1,1,2,5,16,21,14,2,0,0,0,0,0
"E00004852",290,194,5,2,2,4,0,1,9,23,22,25,1,1,1,0,0,0
"E00004853",307,102,7,4,0,10,0,8,13,74,73,12,4,0,0,0,0,0
"E00174649",362,206,14,3,4,9,3,21,26,31,27,15,3,0,0,0,0,0
"E00174650",454,237,13,7,6,24,3,21,60,46,18,18,1,0,0,0,0,0
"E00174651",591,370,28,9,6,14,7,40,51,29,16,19,1,1,0,0,0,0
"E00174652",168,86,16,1,2,8,3,4,9,12,12,11,4,0,0,0,0,0
"E00174653",479,248,21,16,7,17,2,17,39,36,30,33,11,1,1,0,0,0
"E00174654",541,311,21,6,3,17,2,34,65,39,20,15,5,1,2,0,0,0
"E00174655",269,116,8,2,1,10,2,20,17,38,26,24,5,0,0,0,0,0
"E00174656",222,145,5,4,2,4,0,5,6,15,12,15,5,4,0,0,0,0
"E00174657",263,161,15,4,0,5,1,8,11,20,17,17,3,0,1,0,0,0
"E00174658",173,134,2,1,2,1,0,2,1,12,9,8,1,0,0,0,0,0
"E00174659",331,190,9,2,4,8,2,9,8,27,25,38,5,0,4,0,0,0
"E00174660",134,77,8,2,0,2,0,3,6,16,9,10,0,1,0,0,0,0
"E00174661",612,301,28,9,3,17,5,26,45,99,53,21,3,1,1,0,0,0
"E00174662",121,54,3,2,3,2,1,5,10,14,16,11,0,0,0,0,0,0
"E00174663",144,73,3,0,0,2,0,4,11,22,13,15,1,0,0,0,0,0
"E00174664",123,73,1,1,0,0,0,1,6,15,14,9,1,2,0,0,0,0
"E00174665",260,122,33,6,3,4,1,7,17,19,29,18,1,0,0,0,0,0
"E00174666",155,97,3,1,1,2,0,1,8,16,18,8,0,0,0,0,0,0
"E00174667",220,138,8,4,0,11,1,4,6,15,20,10,2,0,1,0,0,0
"E00174668",278,178,14,7,2,1,1,5,14,23,14,15,3,1,0,0,0,0
"E00174669",514,237,22,9,5,9,4,18,23,105,34,41,3,0,3,1,0,0
"E00174670",284,165,33,4,4,3,0,4,4,17,21,22,6,0,1,0,0,0
"E00174671",176,114,4,2,0,5,2,2,7,10,11,18,1,0,0,0,0,0
"E00174672",245,74,6,3,3,2,3,2,9,37,48,51,5,1,1,0,0,0
"E00174673",111,21,3,0,0,0,1,0,1,16,37,28,3,1,0,0,0,0
"E00174674",152,62,2,0,1,4,3,9,9,27,18,16,0,1,0,0,0,0
"E00174675",257,135,11,1,3,5,2,6,11,32,15,30,2,1,3,0,0,0
"E00174676",203,24,8,3,1,1,5,38,44,54,18,5,0,0,0,2,0,0
"E00174677",373,141,20,6,4,20,1,17,10,34,47,57,10,0,5,1,0,0
"E00174678",238,77,7,6,0,5,1,5,13,30,43,36,12,2,1,0,0,0
"E00174679",618,182,14,5,3,11,4,54,84,124,72,59,3,1,1,0,0,1
"E00174680",241,129,10,5,5,7,6,10,7,28,14,15,4,1,0,0,0,0
