"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00004586",224,23,10,13,69,60,4,2,2,1,69,46,12,2,6,3,30,9,17,4,21,6,11,4,12,7,5
"E00004587",223,39,21,18,57,43,8,2,3,1,70,32,9,10,10,9,39,10,25,4,10,2,7,1,8,5,3
"E00004588",288,34,27,7,98,92,4,2,0,0,108,74,13,12,9,0,24,6,17,1,18,4,10,4,6,1,5
"E00004589",225,32,21,11,48,38,9,0,1,0,88,42,24,11,9,2,35,12,20,3,18,8,9,1,4,2,2
"E00004590",182,16,11,5,67,58,9,0,0,0,64,38,19,2,5,0,21,8,11,2,9,5,4,0,5,1,4
"E00004591",199,41,29,12,40,24,12,2,2,0,71,37,10,11,8,5,28,9,11,8,13,7,6,0,6,0,6
"E00004592",173,20,7,13,42,32,10,0,0,0,71,51,9,4,3,4,23,10,6,7,13,7,5,1,4,1,3
"E00004593",452,85,63,22,199,170,27,1,1,0,134,75,33,18,8,0,12,9,3,0,17,9,7,1,5,5,0
"E00004594",218,23,13,10,75,67,7,1,0,0,81,52,12,13,4,0,19,10,8,1,15,5,9,1,5,1,4
"E00004595",211,18,10,8,50,45,5,0,0,0,96,49,21,18,6,2,19,3,12,4,19,5,13,1,9,5,4
"E00004596",192,33,27,6,35,29,3,3,0,0,76,43,23,5,3,2,28,9,17,2,12,7,5,0,8,5,3
"E00004597",543,21,17,4,402,389,13,0,0,0,72,48,12,6,5,1,22,13,8,1,18,9,8,1,8,5,3
"E00004598",209,26,13,13,74,68,5,0,1,0,68,47,14,3,4,0,17,4,12,1,15,3,12,0,9,4,5
"E00004599",275,34,30,4,101,87,14,0,0,0,78,51,12,10,5,0,26,8,16,2,20,4,15,1,16,4,12
"E00004600",247,51,29,22,62,35,16,8,3,0,77,36,12,14,11,4,31,5,14,12,14,5,8,1,12,4,8
"E00004601",214,37,20,17,42,22,14,3,2,1,88,37,29,8,8,6,17,6,9,2,19,9,6,4,11,6,5
"E00004602",218,25,18,7,78,74,4,0,0,0,83,46,21,9,7,0,16,3,8,5,9,3,6,0,7,4,3
"E00004603",273,65,27,38,61,48,7,2,1,3,78,27,16,13,12,10,36,8,16,12,17,10,6,1,16,10,6
"E00004604",215,30,12,18,52,35,14,3,0,0,74,50,16,4,0,4,24,14,7,3,19,6,13,0,16,6,10
"E00004605",226,27,4,23,61,49,9,1,2,0,76,39,13,9,13,2,32,8,19,5,12,4,7,1,18,11,7
"E00004606",301,36,22,14,86,71,10,4,1,0,100,49,17,22,9,3,37,14,18,5,24,15,9,0,18,6,12
"E00004607",173,10,9,1,25,19,4,2,0,0,35,28,2,2,3,0,33,20,12,1,33,25,8,0,37,27,10
"E00004608",258,49,26,23,50,26,16,5,2,1,87,32,26,12,14,3,40,9,22,9,21,8,12,1,11,5,6
"E00004609",328,66,47,19,107,88,12,5,2,0,91,50,18,12,9,2,24,15,6,3,17,14,2,1,23,16,7
"E00004610",218,31,18,13,61,51,9,1,0,0,67,41,12,7,3,4,25,11,13,1,13,7,5,1,21,6,15
"E00004611",187,6,4,2,3,2,0,0,1,0,9,4,1,0,4,0,43,34,8,1,61,53,8,0,65,48,17
"E00004612",253,39,15,24,73,60,9,3,1,0,86,40,12,9,21,4,28,8,14,6,13,7,5,1,14,9,5
"E00004613",202,16,10,6,72,54,12,4,2,0,68,46,8,8,6,0,19,7,9,3,12,8,4,0,15,11,4
"E00004614",429,72,41,31,171,141,22,6,0,2,124,71,29,17,2,5,34,6,17,11,17,4,13,0,11,6,5
"E00004615",194,14,14,0,83,81,1,1,0,0,55,39,12,1,3,0,24,6,16,2,8,5,2,1,10,4,6
"E00004616",244,21,18,3,102,92,9,0,0,1,81,57,19,4,0,1,23,8,13,2,6,1,4,1,11,3,8
"E00004617",190,21,20,1,64,55,9,0,0,0,83,66,17,0,0,0,9,5,4,0,7,5,2,0,6,4,2
"E00004618",215,16,13,3,94,83,8,1,0,2,58,44,6,7,0,1,24,13,11,0,15,11,4,0,8,4,4
"E00004619",213,15,8,7,73,59,14,0,0,0,67,49,11,1,5,1,27,13,11,3,16,10,5,1,15,13,2
"E00004620",224,26,13,13,83,68,12,2,0,1,75,53,6,5,3,8,21,11,10,0,13,9,4,0,6,2,4
"E00004621",256,40,24,16,80,67,7,4,0,2,78,53,9,11,3,2,21,11,9,1,19,6,13,0,18,5,13
"E00004622",377,55,51,4,183,172,5,5,0,1,84,62,5,10,6,1,27,10,16,1,19,10,9,0,9,4,5
"E00004623",288,42,28,14,105,87,15,0,3,0,77,50,12,7,6,2,29,6,16,7,24,12,10,2,11,7,4
"E00004624",242,29,19,10,89,78,10,1,0,0,68,41,13,7,3,4,33,12,16,5,11,1,8,2,12,9,3
"E00004625",271,30,22,8,91,67,17,6,1,0,99,63,24,10,1,1,23,9,10,4,10,7,3,0,18,11,7
"E00004626",342,30,20,10,102,83,19,0,0,0,113,69,13,14,11,6,40,23,16,1,37,27,9,1,20,20,0
"E00004627",152,15,8,7,46,29,13,2,2,0,46,27,8,7,3,1,21,6,12,3,15,10,5,0,9,6,3
"E00004628",147,13,4,9,45,12,25,8,0,0,65,30,8,23,3,1,9,3,5,1,5,1,3,1,10,6,4
"E00004629",210,17,11,6,75,64,10,1,0,0,76,60,7,2,3,4,26,10,16,0,7,3,4,0,9,3,6
"E00004630",173,25,25,0,81,75,5,1,0,0,43,30,9,2,2,0,16,6,10,0,5,3,2,0,3,3,0
"E00004631",227,20,10,10,65,61,3,0,0,1,63,43,5,10,5,0,23,13,7,3,29,16,12,1,27,17,10
"E00004632",150,13,7,6,35,12,17,5,1,0,70,30,15,12,13,0,13,8,4,1,8,3,5,0,11,5,6
"E00004633",204,43,19,24,41,29,9,3,0,0,64,31,15,6,7,5,26,8,13,5,20,10,9,1,10,6,4
"E00004634",253,26,22,4,99,86,8,4,1,0,76,57,10,3,5,1,34,10,23,1,10,2,8,0,8,6,2
"E00004635",211,34,17,17,38,16,12,8,1,1,86,37,10,25,10,4,33,15,16,2,12,7,3,2,8,6,2
"E00004636",208,26,10,16,46,30,7,8,1,0,75,41,11,16,5,2,32,11,17,4,19,8,8,3,10,1,9
"E00004637",196,21,11,10,48,33,8,6,1,0,67,37,12,11,3,4,28,16,10,2,21,9,8,4,11,6,5
"E00004638",272,38,33,5,107,94,10,1,2,0,85,52,19,0,10,4,17,11,6,0,14,10,4,0,11,9,2
"E00004639",158,13,8,5,39,30,6,3,0,0,75,37,18,12,7,1,18,10,5,3,8,3,3,2,5,4,1
"E00004640",252,31,19,12,100,83,12,4,1,0,76,29,18,14,14,1,25,14,8,3,8,4,4,0,12,7,5
"E00004641",264,58,28,30,56,36,15,3,1,1,94,31,21,19,15,8,22,3,16,3,14,3,9,2,20,6,14
"E00004642",236,36,12,24,37,13,20,2,2,0,95,37,21,19,10,8,33,10,16,7,20,9,11,0,15,6,9
"E00004643",285,21,13,8,98,83,13,2,0,0,104,61,13,21,8,1,43,20,19,4,12,9,3,0,7,6,1
"E00004644",269,45,17,28,43,24,16,1,0,2,113,48,19,29,10,7,33,11,19,3,18,2,16,0,17,3,14
"E00004645",143,13,6,7,51,33,18,0,0,0,51,40,7,1,2,1,15,12,1,2,7,7,0,0,6,6,0
"E00004646",192,35,25,10,33,22,6,4,0,1,78,44,19,7,3,5,17,9,7,1,18,8,8,2,11,1,10
"E00004647",273,62,53,9,96,81,8,5,2,0,85,49,30,4,2,0,24,11,13,0,2,0,2,0,4,3,1
"E00004649",216,65,58,7,70,68,2,0,0,0,41,30,6,2,1,2,23,10,9,4,11,8,3,0,6,5,1
"E00004650",278,73,61,12,81,69,4,8,0,0,90,61,8,14,5,2,21,9,10,2,9,7,2,0,4,1,3
"E00004651",155,18,18,0,34,30,4,0,0,0,39,36,2,0,1,0,30,7,23,0,7,4,3,0,27,24,3
"E00004652",208,29,27,2,58,52,6,0,0,0,74,50,8,8,8,0,28,12,12,4,7,3,3,1,12,7,5
"E00004653",146,30,26,4,38,36,2,0,0,0,37,31,3,0,2,1,21,15,6,0,13,12,1,0,7,5,2
"E00004654",137,68,68,0,35,34,1,0,0,0,27,22,5,0,0,0,2,0,2,0,3,2,1,0,2,0,2
"E00004655",208,55,15,40,47,39,7,1,0,0,78,25,24,21,6,2,15,6,9,0,7,3,4,0,6,6,0
"E00004656",333,36,34,2,165,133,30,2,0,0,94,61,27,6,0,0,15,7,5,3,7,4,3,0,16,8,8
"E00004658",218,40,25,15,42,29,8,4,1,0,80,36,20,18,6,0,24,5,18,1,19,7,11,1,13,6,7
"E00004659",338,145,138,7,90,82,7,0,1,0,79,47,18,7,7,0,8,3,4,1,13,5,8,0,3,1,2
"E00004660",234,46,36,10,58,46,12,0,0,0,88,46,28,6,8,0,23,4,15,4,11,3,7,1,8,3,5
"E00004661",225,76,69,7,49,41,5,2,1,0,58,35,14,6,3,0,19,9,8,2,12,7,5,0,11,6,5
"E00004662",232,54,47,7,51,40,9,2,0,0,73,51,8,10,4,0,26,15,11,0,15,11,4,0,13,9,4
"E00004663",271,98,67,31,39,25,9,2,1,2,78,22,23,21,9,3,30,8,16,6,15,3,10,2,11,3,8
"E00004664",294,68,44,24,111,98,6,3,1,3,73,46,8,9,4,6,20,9,6,5,12,6,4,2,10,4,6
"E00004665",191,21,5,16,46,24,7,12,0,3,81,34,9,13,14,11,27,18,7,2,7,2,5,0,9,6,3
"E00004666",251,52,45,7,72,51,16,5,0,0,96,69,14,6,6,1,14,7,6,1,8,2,3,3,9,5,4
"E00004667",207,75,73,2,56,56,0,0,0,0,37,37,0,0,0,0,16,11,4,1,15,13,2,0,8,6,2
"E00004668",143,18,12,6,24,20,1,1,2,0,41,18,6,8,6,3,28,11,17,0,20,9,11,0,12,4,8
"E00004669",230,80,62,18,33,26,6,0,1,0,66,35,14,9,7,1,16,2,13,1,18,6,8,4,17,10,7
"E00004670",202,63,45,18,43,27,12,3,1,0,58,30,7,8,13,0,16,8,6,2,13,8,5,0,9,6,3
"E00004671",360,87,51,36,89,62,21,5,1,0,115,54,13,16,24,8,36,8,21,7,25,6,18,1,8,1,7
"E00004672",218,81,78,3,66,63,3,0,0,0,37,34,1,0,2,0,23,12,10,1,6,2,4,0,5,3,2
"E00004673",230,47,34,13,39,21,16,1,0,1,98,61,15,12,5,5,22,9,10,3,9,4,5,0,15,5,10
"E00004674",197,36,21,15,45,31,9,1,0,4,71,41,14,5,9,2,24,1,21,2,11,3,6,2,10,5,5
"E00004675",188,32,8,24,26,15,4,3,3,1,47,16,11,12,5,3,34,16,11,7,30,20,9,1,19,12,7
"E00004676",172,34,34,0,46,42,3,1,0,0,38,35,3,0,0,0,18,12,6,0,22,14,8,0,14,8,6
"E00004677",269,91,69,22,68,53,10,0,4,1,71,33,10,16,9,3,12,1,9,2,10,1,8,1,17,3,14
"E00004678",268,68,35,33,52,37,11,1,0,3,86,52,13,14,3,4,30,7,16,7,13,5,5,3,19,8,11
"E00004679",163,21,13,8,35,29,4,1,1,0,49,31,3,7,8,0,22,9,12,1,14,9,5,0,22,13,9
"E00004680",192,58,58,0,43,40,3,0,0,0,48,35,4,9,0,0,15,12,3,0,16,14,2,0,12,9,3
"E00004681",256,47,40,7,89,77,9,0,2,1,65,38,9,7,7,4,26,8,15,3,15,7,7,1,14,3,11
"E00004682",125,31,23,8,24,15,4,3,1,1,47,23,13,7,2,2,9,2,6,1,4,2,1,1,10,8,2
"E00004683",138,38,22,16,24,12,7,1,4,0,46,21,9,6,7,3,9,5,3,1,9,3,3,3,12,2,10
"E00004684",252,45,30,15,55,33,14,5,2,1,100,52,29,12,6,1,24,7,13,4,14,4,6,4,14,6,8
"E00004685",256,78,61,17,50,36,10,3,0,1,71,33,10,16,6,6,26,9,7,10,13,5,5,3,18,12,6
"E00004686",249,64,50,14,55,37,15,3,0,0,74,37,12,19,5,1,23,5,16,2,18,9,6,3,15,7,8
"E00004687",216,22,18,4,43,39,4,0,0,0,58,24,13,13,4,4,29,5,22,2,30,9,20,1,34,12,22
"E00004688",323,79,55,24,68,43,20,5,0,0,89,41,22,11,12,3,24,12,7,5,20,11,9,0,43,27,16
"E00004689",252,78,55,23,53,28,20,4,1,0,70,28,15,12,15,0,13,1,7,5,14,5,8,1,24,16,8
"E00004690",205,43,32,11,45,37,4,2,2,0,57,37,5,6,4,5,22,9,13,0,21,8,12,1,17,11,6
"E00004691",438,296,276,20,47,34,4,7,2,0,47,22,5,7,12,1,26,6,17,3,9,4,5,0,13,4,9
"E00004692",374,224,204,20,43,28,9,6,0,0,66,34,6,15,9,2,15,5,8,2,12,6,6,0,14,5,9
"E00004693",307,118,103,15,70,51,13,5,0,1,81,51,17,10,1,2,19,4,13,2,11,2,6,3,8,4,4
"E00004694",212,56,47,9,65,52,9,3,1,0,53,37,4,8,4,0,19,5,7,7,13,5,7,1,6,3,3
"E00004695",354,118,107,11,90,69,17,2,2,0,109,64,38,4,3,0,16,2,11,3,10,2,6,2,11,2,9
"E00004696",269,81,49,32,54,31,19,4,0,0,87,38,14,15,10,10,24,3,12,9,8,1,5,2,15,5,10
"E00004697",260,77,73,4,60,50,9,1,0,0,76,54,11,8,3,0,16,9,6,1,19,8,10,1,12,5,7
"E00004699",134,28,16,12,23,17,5,0,1,0,38,21,5,5,4,3,15,5,8,2,15,8,5,2,15,8,7
"E00004700",239,79,60,19,26,19,2,2,2,1,77,42,12,15,3,5,18,6,9,3,14,5,8,1,25,18,7
"E00004701",229,62,45,17,57,41,13,1,0,2,76,37,16,11,11,1,22,11,7,4,6,4,2,0,6,3,3
"E00004702",212,27,16,11,58,40,14,3,1,0,72,39,5,18,7,3,32,15,15,2,8,3,3,2,15,6,9
"E00004703",241,27,24,3,78,71,2,5,0,0,73,42,14,12,5,0,22,8,12,2,14,7,7,0,27,14,13
"E00004704",336,105,95,10,133,127,4,2,0,0,67,53,8,5,0,1,17,7,8,2,6,2,3,1,8,6,2
"E00004705",307,34,23,11,101,91,8,1,1,0,94,61,12,8,12,1,28,3,16,9,31,10,20,1,19,7,12
"E00004706",368,72,53,19,132,110,15,3,1,3,107,72,12,6,11,6,32,10,18,4,15,9,5,1,10,5,5
"E00004707",439,137,127,10,181,178,1,1,1,0,94,80,9,1,3,1,12,5,4,3,11,4,7,0,4,2,2
"E00004708",179,23,22,1,63,61,2,0,0,0,58,48,6,3,1,0,15,7,8,0,10,4,6,0,10,5,5
"E00004709",324,61,47,14,104,84,15,5,0,0,100,59,18,11,9,3,28,5,15,8,18,4,13,1,13,4,9
"E00004710",269,47,33,14,79,66,9,4,0,0,92,56,5,19,9,3,23,10,11,2,14,4,9,1,14,4,10
"E00004711",244,37,30,7,75,63,11,1,0,0,81,47,16,11,6,1,24,9,13,2,22,9,11,2,5,1,4
"E00004712",277,23,15,8,33,28,5,0,0,0,95,44,19,17,13,2,45,13,28,4,52,21,27,4,29,16,13
"E00004713",143,11,4,7,15,9,2,2,2,0,56,33,5,11,5,2,26,8,12,6,11,6,5,0,24,11,13
"E00004714",221,26,22,4,64,52,12,0,0,0,75,45,11,8,9,2,28,17,10,1,12,2,9,1,16,9,7
"E00004715",219,29,19,10,37,22,11,3,0,1,95,66,13,7,5,4,18,7,8,3,19,12,6,1,21,11,10
"E00004716",229,47,29,18,45,21,15,7,2,0,85,35,16,21,11,2,28,13,10,5,12,4,5,3,12,5,7
"E00004717",141,25,12,13,20,15,2,1,2,0,59,25,17,5,11,1,17,2,10,5,7,6,0,1,13,6,7
"E00004718",250,63,42,21,53,29,16,4,0,4,85,44,23,5,8,5,29,9,14,6,13,4,6,3,7,2,5
"E00004719",327,80,65,15,62,37,15,4,4,2,110,56,21,20,9,4,26,11,12,3,16,8,7,1,33,18,15
"E00004720",185,22,11,11,26,17,7,1,1,0,91,55,15,10,9,2,20,6,13,1,10,3,7,0,16,12,4
"E00004721",278,87,63,24,56,30,12,10,4,0,84,43,13,11,10,7,21,8,12,1,15,5,8,2,15,6,9
"E00004722",218,46,26,20,41,23,12,5,0,1,79,26,15,23,9,6,26,6,16,4,11,5,5,1,15,7,8
"E00004723",214,59,39,20,43,27,14,0,0,2,49,28,6,9,3,3,22,7,11,4,21,10,7,4,20,12,8
"E00004724",252,72,62,10,84,64,13,7,0,0,67,34,19,10,3,1,19,5,13,1,6,4,1,1,4,1,3
"E00004725",281,65,26,39,51,24,18,6,2,1,96,35,26,17,16,2,25,2,15,8,18,2,14,2,26,9,17
"E00004726",194,35,31,4,32,21,7,2,2,0,56,40,9,2,5,0,30,15,12,3,16,6,10,0,25,15,10
"E00004727",251,72,47,25,55,36,14,2,3,0,77,33,18,14,11,1,20,6,9,5,15,6,6,3,12,4,8
"E00004728",409,105,61,44,104,56,31,15,1,1,132,53,28,29,12,10,35,13,20,2,18,2,8,8,15,4,11
"E00004729",184,41,26,15,34,12,16,6,0,0,75,32,13,15,10,5,11,8,2,1,10,4,3,3,13,7,6
"E00004730",129,22,8,14,16,10,2,4,0,0,46,21,14,4,4,3,18,6,11,1,8,6,2,0,19,7,12
"E00004731",275,60,51,9,82,65,12,5,0,0,96,66,9,14,4,3,19,9,9,1,12,5,6,1,6,2,4
"E00004732",310,76,46,30,48,32,10,1,4,1,111,34,40,15,18,4,41,3,32,6,15,3,10,2,19,5,14
"E00004733",207,23,16,7,90,79,9,2,0,0,65,46,9,8,1,1,16,14,2,0,11,6,5,0,2,1,1
"E00004734",263,69,34,35,64,40,20,4,0,0,77,32,22,14,8,1,22,4,15,3,16,6,9,1,15,9,6
"E00004735",213,38,12,26,35,10,19,4,2,0,91,47,8,10,15,11,25,15,10,0,13,9,4,0,11,8,3
"E00004736",243,58,53,5,85,78,6,0,1,0,58,49,6,1,2,0,21,13,7,1,12,8,4,0,9,1,8
"E00004738",225,36,28,8,68,60,7,1,0,0,69,47,13,5,3,1,31,9,19,3,11,5,5,1,10,6,4
"E00004739",237,40,36,4,113,90,17,4,2,0,59,35,19,3,1,1,12,3,8,1,8,3,5,0,5,3,2
"E00004740",219,62,42,20,51,22,17,7,4,1,71,24,13,22,8,4,23,4,14,5,9,2,6,1,3,1,2
"E00004741",261,55,43,12,74,62,10,1,1,0,78,51,12,9,4,2,15,2,6,7,21,3,15,3,18,6,12
"E00004742",375,51,44,7,183,50,126,5,2,0,86,60,12,11,3,0,24,6,15,3,22,10,10,2,9,4,5
"E00004743",339,121,108,13,57,42,9,4,1,1,77,43,12,13,5,4,26,6,15,5,21,4,14,3,37,11,26
"E00004744",288,90,69,21,55,40,11,3,1,0,67,43,11,4,9,0,29,6,15,8,31,12,16,3,16,4,12
"E00004745",240,49,32,17,43,26,15,1,1,0,74,40,15,4,14,1,24,11,11,2,15,7,8,0,35,12,23
"E00004746",250,41,28,13,52,35,13,3,1,0,92,56,10,11,11,4,23,7,13,3,22,9,13,0,20,11,9
"E00004747",268,78,52,26,55,26,18,6,2,3,73,31,10,14,10,8,26,6,16,4,19,6,9,4,17,8,9
"E00004748",279,72,52,20,81,55,17,5,3,1,71,42,14,7,5,3,28,7,13,8,12,6,3,3,15,9,6
"E00004749",416,139,105,34,78,50,15,8,1,4,122,52,23,28,14,5,28,8,18,2,21,6,11,4,28,3,25
"E00004750",311,105,91,14,93,87,2,2,2,0,85,48,9,16,7,5,14,6,8,0,6,1,3,2,8,1,7
"E00004751",215,32,24,8,39,33,5,1,0,0,36,25,2,3,5,1,38,22,13,3,41,32,9,0,29,20,9
"E00004752",257,45,24,21,49,32,13,2,2,0,98,39,18,16,24,1,28,11,13,4,25,10,15,0,12,2,10
"E00004753",257,75,49,26,57,42,11,4,0,0,67,35,8,12,4,8,17,8,5,4,30,8,20,2,11,5,6
"E00004754",262,80,71,9,80,67,6,6,1,0,67,47,7,5,6,2,16,4,11,1,8,1,5,2,11,5,6
"E00004755",210,58,46,12,28,16,9,2,1,0,61,33,15,7,6,0,22,8,9,5,18,10,7,1,23,6,17
"E00004756",202,45,33,12,42,28,13,1,0,0,82,37,30,11,1,3,15,7,8,0,4,1,3,0,14,6,8
"E00004757",225,48,27,21,39,16,20,3,0,0,83,28,18,22,10,5,19,4,14,1,12,5,7,0,24,7,17
"E00004758",154,38,24,14,43,14,21,6,0,2,47,14,12,11,7,3,16,3,11,2,6,2,4,0,4,2,2
"E00004759",184,35,17,18,40,28,10,2,0,0,68,36,13,8,8,3,18,10,8,0,9,1,7,1,14,6,8
"E00004760",148,22,14,8,31,8,17,3,2,1,49,28,5,5,9,2,15,7,8,0,16,10,5,1,15,10,5
"E00004761",235,25,6,19,33,13,9,9,1,1,127,50,61,10,5,1,27,9,13,5,12,4,6,2,11,5,6
"E00004762",225,78,64,14,26,12,8,3,3,0,61,33,7,14,5,2,30,17,10,3,7,4,2,1,23,16,7
"E00004763",184,30,21,9,42,31,8,1,1,1,71,44,13,11,2,1,19,8,9,2,13,9,4,0,9,6,3
"E00004764",196,69,53,16,30,24,6,0,0,0,54,32,5,4,12,1,14,4,4,6,14,4,10,0,15,5,10
"E00004765",185,31,11,20,38,20,13,4,0,1,80,30,17,20,5,8,18,6,10,2,14,9,2,3,4,3,1
"E00004766",214,18,14,4,91,85,6,0,0,0,59,37,16,2,1,3,19,8,10,1,14,4,9,1,13,10,3
"E00004767",252,21,13,8,108,98,10,0,0,0,86,45,18,15,5,3,16,3,10,3,9,6,3,0,12,6,6
"E00004768",190,16,11,5,71,61,9,0,1,0,67,40,13,8,6,0,22,2,17,3,11,5,5,1,3,2,1
"E00004769",241,20,15,5,110,102,7,1,0,0,74,47,18,7,1,1,18,9,8,1,10,7,3,0,9,7,2
"E00004770",173,16,7,9,40,32,7,0,0,1,62,31,11,4,12,4,28,8,11,9,15,1,14,0,12,5,7
"E00004771",246,16,5,11,28,22,6,0,0,0,106,40,26,23,13,4,36,4,27,5,33,3,28,2,27,9,18
"E00004772",230,23,17,6,55,46,9,0,0,0,87,39,23,10,11,4,31,9,19,3,15,8,6,1,19,9,10
"E00004773",219,18,14,4,68,61,6,1,0,0,72,39,11,9,9,4,24,7,14,3,15,6,9,0,22,14,8
"E00004774",182,15,14,1,78,70,8,0,0,0,47,28,7,7,5,0,15,4,10,1,13,4,9,0,14,6,8
"E00004775",219,19,10,9,61,57,3,0,0,1,90,35,34,4,13,4,21,5,13,3,18,7,11,0,10,6,4
"E00004776",268,30,22,8,113,97,12,0,3,1,83,49,17,9,6,2,26,9,15,2,9,3,6,0,7,2,5
"E00004777",220,37,25,12,59,35,19,2,3,0,84,40,23,11,7,3,18,2,12,4,10,3,7,0,12,6,6
"E00004778",188,12,8,4,41,30,6,3,1,1,68,37,10,16,2,3,31,8,17,6,13,4,9,0,23,9,14
"E00004779",239,16,12,4,44,26,16,1,0,1,92,33,20,24,12,3,26,8,14,4,25,5,18,2,36,18,18
"E00004780",229,19,13,6,55,36,18,0,0,1,84,37,28,11,5,3,35,6,25,4,16,7,9,0,20,13,7
"E00004781",251,38,19,19,68,48,14,4,0,2,83,45,17,11,9,1,21,5,12,4,12,2,9,1,29,10,19
"E00004782",200,18,8,10,20,11,9,0,0,0,87,32,23,8,21,3,22,6,15,1,8,3,4,1,45,21,24
"E00004783",240,28,13,15,51,36,11,2,2,0,87,28,25,15,14,5,27,7,18,2,24,2,21,1,23,11,12
"E00004784",214,24,11,13,27,16,9,1,1,0,76,30,12,13,16,5,31,15,15,1,29,12,16,1,27,10,17
"E00004785",228,35,17,18,62,43,15,2,1,1,64,33,10,5,13,3,28,9,19,0,18,8,10,0,21,9,12
"E00004786",185,26,25,1,51,49,2,0,0,0,49,35,8,4,0,2,18,5,13,0,16,5,11,0,25,9,16
"E00004787",248,17,13,4,101,92,8,1,0,0,81,54,11,7,9,0,24,8,14,2,14,6,5,3,11,6,5
"E00004788",213,23,22,1,103,88,12,1,2,0,57,25,19,8,5,0,10,7,3,0,8,5,3,0,12,5,7
"E00004789",148,27,15,12,59,32,20,5,1,1,56,19,20,11,5,1,3,1,2,0,3,0,2,1,0,0,0
"E00004790",217,19,15,4,79,72,7,0,0,0,76,50,9,13,2,2,26,4,17,5,10,6,4,0,7,3,4
"E00004791",204,19,11,8,62,57,4,0,0,1,68,40,9,11,7,1,26,8,17,1,17,8,8,1,12,2,10
"E00004792",223,21,13,8,67,57,7,2,1,0,91,55,14,16,6,0,26,7,17,2,8,2,6,0,10,4,6
"E00004793",198,7,5,2,51,36,15,0,0,0,87,39,23,16,5,4,13,3,7,3,13,6,7,0,27,12,15
"E00004794",390,56,23,33,64,39,14,10,1,0,147,51,40,34,18,4,52,6,40,6,36,6,30,0,35,12,23
"E00004795",208,18,9,9,57,44,10,2,0,1,88,42,26,8,6,6,28,5,14,9,9,3,4,2,8,4,4
"E00004796",238,20,16,4,103,93,10,0,0,0,74,52,13,4,3,2,19,7,9,3,11,5,6,0,11,3,8
"E00004797",263,40,20,20,65,45,11,9,0,0,92,41,21,15,11,4,23,10,13,0,24,4,14,6,19,11,8
"E00004798",200,11,6,5,62,52,10,0,0,0,92,55,24,8,5,0,15,3,7,5,8,4,3,1,12,7,5
"E00004799",260,26,22,4,120,103,15,2,0,0,73,31,31,5,5,1,23,8,11,4,10,5,5,0,8,1,7
"E00004801",255,29,28,1,98,90,6,2,0,0,99,67,18,9,5,0,18,7,10,1,7,3,4,0,4,2,2
"E00004802",194,6,5,1,96,80,14,2,0,0,65,38,18,7,2,0,14,2,11,1,3,1,1,1,10,4,6
"E00004803",139,14,11,3,52,46,5,0,1,0,38,28,5,2,3,0,16,10,5,1,8,5,3,0,11,6,5
"E00004804",199,12,10,2,98,83,14,0,0,1,64,48,10,2,3,1,11,4,6,1,9,3,6,0,5,2,3
"E00004805",172,23,12,11,51,32,14,4,0,1,58,27,20,3,4,4,18,10,5,3,11,3,8,0,11,3,8
"E00004806",220,14,14,0,100,87,11,2,0,0,72,39,22,11,0,0,17,4,13,0,10,5,3,2,7,2,5
"E00004807",195,26,16,10,67,53,13,1,0,0,49,23,11,6,8,1,14,3,8,3,21,4,16,1,18,10,8
"E00004808",222,50,48,2,107,103,4,0,0,0,30,22,4,2,1,1,7,1,5,1,13,3,8,2,15,5,10
"E00004809",210,16,8,8,56,44,9,3,0,0,62,25,13,7,15,2,28,7,17,4,28,8,17,3,20,8,12
"E00004810",253,8,5,3,97,85,10,2,0,0,94,53,24,13,4,0,18,6,11,1,17,4,13,0,19,6,13
"E00004811",237,30,24,6,93,85,7,1,0,0,71,43,11,9,7,1,24,7,14,3,11,6,5,0,8,6,2
"E00004812",287,51,26,25,83,67,10,4,1,1,96,51,21,12,8,4,30,8,21,1,14,3,10,1,13,5,8
"E00004813",309,18,9,9,96,81,14,1,0,0,110,61,23,18,7,1,42,12,25,5,21,5,15,1,22,11,11
"E00004814",195,5,4,1,97,95,1,1,0,0,49,38,5,5,1,0,19,7,11,1,17,7,9,1,8,6,2
"E00004815",443,74,42,32,174,143,24,3,2,2,122,70,15,18,11,8,35,11,18,6,30,12,15,3,8,3,5
"E00004816",221,31,25,6,71,64,7,0,0,0,83,64,10,2,4,3,21,8,11,2,10,6,4,0,5,1,4
"E00004817",205,14,13,1,68,58,8,0,2,0,70,24,31,11,4,0,21,8,13,0,22,8,14,0,10,3,7
"E00004818",199,27,27,0,94,90,2,2,0,0,56,55,0,1,0,0,15,8,7,0,5,2,3,0,2,0,2
"E00004819",276,21,9,12,73,61,9,3,0,0,114,53,35,14,6,6,39,6,24,9,15,5,10,0,14,1,13
