"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00004247",314,0,3,1,2,4,2,4,1,5,3,4,1,1,4,4,2,2,3,4,2,1,3,6,1,5,5,4,11,13,11,4,7,10,5,10,6,4,5,4,8,4,6,5,2,3,5,3,4,3,3,6,4,4,4,3,4,0,2,7,7,4,1,2,2,5,4,2,3,3,2,3,5,2,3,0,1,2,5,0,1,0,3,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"E00004248",446,2,6,5,3,3,5,7,2,6,9,6,5,2,5,3,6,4,5,7,2,13,9,11,14,8,14,11,20,11,12,7,10,4,4,11,10,7,6,8,5,5,12,6,2,2,8,9,6,1,5,14,3,16,4,2,10,4,3,4,3,0,1,3,0,2,4,1,4,4,2,0,0,4,4,2,1,0,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004249",226,1,4,4,1,2,1,0,0,1,0,4,1,3,0,0,2,0,2,1,2,4,2,3,6,5,3,8,9,6,12,12,7,2,6,0,6,9,4,4,4,6,4,3,3,3,1,3,1,5,1,3,2,2,2,0,3,4,3,1,0,1,1,4,3,2,2,1,3,1,2,0,2,0,3,2,0,0,0,0,2,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004250",271,1,2,1,6,0,3,1,3,2,3,2,1,1,1,4,3,2,2,1,3,8,4,6,8,5,4,6,7,11,9,6,11,4,6,4,4,4,3,6,2,3,4,5,7,4,3,0,5,3,4,1,6,1,5,3,4,6,6,2,2,0,5,4,4,1,0,3,1,1,1,2,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0
"E00004251",231,2,2,1,1,0,4,2,1,1,2,4,4,5,3,2,3,4,1,5,6,4,1,4,8,4,3,2,8,5,3,5,3,2,2,2,1,1,5,2,1,4,4,2,4,3,3,5,4,4,4,8,6,3,4,1,2,7,2,1,2,2,0,4,2,1,3,9,1,4,0,1,1,0,1,3,2,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004252",252,5,4,3,3,4,1,2,2,1,1,3,4,1,5,1,3,2,2,4,1,3,1,4,2,4,5,7,3,7,7,4,4,4,2,2,6,3,1,0,8,8,9,6,4,4,6,0,9,4,7,3,3,3,2,5,1,1,4,4,1,2,1,1,7,3,3,3,2,1,0,1,1,0,1,0,1,0,1,0,0,2,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00004253",296,2,3,2,5,3,4,0,1,2,2,5,4,3,5,3,4,5,5,3,8,13,8,4,5,5,5,11,9,9,2,8,8,6,9,6,3,6,3,4,7,3,4,3,5,3,5,1,4,2,2,2,2,2,5,4,3,1,1,2,0,1,4,3,1,1,2,1,2,0,0,3,3,1,2,2,2,0,0,0,0,3,1,0,1,1,1,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0
"E00004254",315,11,4,12,6,8,2,7,0,6,5,2,4,4,2,4,3,3,5,4,6,3,7,8,5,4,5,2,7,10,10,5,5,6,8,5,5,4,5,3,2,3,1,6,5,5,4,7,5,4,5,8,1,7,2,1,2,2,2,3,1,1,4,4,0,0,1,3,0,3,1,0,3,2,0,1,0,2,0,0,2,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00004255",282,1,5,5,5,2,1,1,6,1,3,2,6,4,2,2,4,3,2,2,4,4,10,12,9,3,11,5,8,5,7,7,9,6,7,5,4,4,3,2,4,3,7,2,5,3,4,4,5,5,3,7,4,2,7,3,3,1,1,1,2,1,1,1,1,2,0,3,1,0,1,1,0,0,0,3,0,0,1,1,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00004256",361,3,5,4,3,6,4,4,4,5,7,3,4,7,5,2,3,4,0,4,2,4,5,11,12,8,18,9,10,6,6,3,15,11,6,9,14,6,5,5,4,5,4,2,3,4,2,2,1,0,2,3,2,3,2,4,1,2,0,7,4,3,2,4,3,0,0,4,2,1,1,2,1,3,1,4,2,4,2,1,2,1,2,1,2,4,0,5,1,1,0,2,0,1,0,0,0,0,0,0,0,0
"E00004257",264,8,3,4,3,1,4,2,2,1,0,1,7,4,2,0,3,0,0,1,0,1,2,1,7,5,13,7,13,7,10,8,4,8,6,3,6,6,6,7,9,4,3,7,6,3,3,6,5,3,0,1,1,1,3,1,2,2,1,1,0,3,2,3,2,0,3,1,4,1,0,1,0,2,1,1,0,2,0,1,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004258",236,2,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,1,3,1,1,4,6,10,17,8,12,17,6,12,10,16,5,8,8,4,10,2,5,2,1,0,2,3,3,3,4,3,3,2,1,5,2,2,0,1,1,1,0,3,5,0,2,2,0,2,0,1,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004259",328,7,10,9,12,6,7,4,7,5,11,10,2,10,3,5,10,2,3,4,4,4,6,7,8,13,3,5,4,9,5,4,1,2,2,4,4,2,6,7,5,5,2,4,3,6,2,2,0,0,1,6,4,4,0,0,4,2,1,2,2,3,1,3,3,3,0,1,2,6,3,2,2,0,0,1,4,1,2,0,1,0,3,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0
"E00004260",220,6,6,4,4,2,2,1,2,0,0,2,1,0,3,2,2,1,2,2,1,2,3,1,7,3,7,4,1,2,3,4,7,6,5,4,4,3,4,7,2,7,6,1,3,6,4,7,7,3,0,6,3,0,5,1,1,0,4,8,3,1,3,3,0,2,1,1,0,0,5,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00004261",275,2,5,2,3,3,3,1,6,3,3,4,6,4,3,2,1,0,3,2,8,11,5,8,7,8,7,9,6,7,5,6,5,4,2,0,5,3,3,4,10,1,10,1,2,3,5,2,2,7,2,1,0,0,4,2,6,5,1,4,4,3,2,2,5,3,1,2,3,1,0,3,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00004262",281,3,8,5,4,7,7,3,4,7,6,5,3,8,6,10,3,5,2,6,1,0,1,3,3,2,6,7,3,6,4,2,2,3,3,4,6,6,1,5,4,2,2,6,2,6,3,6,5,7,2,2,3,4,4,5,3,1,7,7,2,3,1,4,2,4,1,1,0,0,1,0,1,0,1,1,1,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004263",385,20,4,9,7,5,10,5,8,9,6,8,20,5,3,9,9,5,3,3,5,5,5,4,5,5,3,8,5,6,5,11,9,7,7,6,7,9,6,6,5,6,5,4,6,4,6,4,7,4,3,3,4,5,7,1,3,5,2,2,3,3,0,2,1,3,0,2,0,0,0,0,1,3,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00004264",348,4,1,3,2,0,3,2,3,0,0,1,2,0,0,0,0,0,1,1,10,10,15,17,9,18,15,17,10,16,14,10,14,10,11,8,10,8,6,0,3,11,5,8,2,1,6,1,4,2,1,3,3,1,1,4,1,3,3,3,3,0,5,3,1,0,4,2,0,0,1,1,0,0,3,1,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004265",234,2,1,5,2,1,5,0,3,1,3,0,4,1,2,1,1,4,3,1,1,4,6,4,6,5,11,10,6,9,3,3,8,4,6,4,1,1,5,4,3,4,5,0,4,5,6,3,7,4,0,3,3,1,0,2,3,0,3,1,2,1,5,1,0,2,3,1,2,0,2,1,2,2,0,0,1,1,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004266",345,3,5,5,5,5,3,4,3,3,7,5,6,3,2,6,4,11,2,5,4,5,2,8,5,4,4,9,12,5,8,8,9,7,5,12,7,9,2,2,2,3,3,5,3,5,6,5,6,6,4,6,7,1,7,5,4,4,4,1,5,1,2,3,3,3,5,2,0,1,2,1,1,1,2,1,2,3,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"E00004268",319,7,2,2,4,5,2,0,4,1,2,7,8,7,3,4,5,5,2,1,3,4,7,7,10,3,9,8,7,7,12,12,6,8,7,3,7,4,4,3,9,4,1,3,4,11,3,4,6,2,5,4,2,5,4,3,2,3,4,4,3,4,1,2,3,1,3,3,0,2,0,2,4,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004269",231,1,3,0,2,1,2,3,1,2,1,2,1,0,5,1,3,2,1,1,4,1,3,5,4,4,6,4,10,7,11,4,4,9,5,4,8,4,1,5,0,4,2,6,4,5,1,1,3,4,3,4,3,3,2,0,4,1,4,2,1,1,0,3,0,3,5,1,1,6,1,1,3,0,1,1,1,2,1,0,2,1,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"E00004270",448,12,5,7,3,4,2,6,6,1,6,4,8,6,2,1,4,3,9,4,13,21,17,22,13,14,7,15,8,10,18,12,18,10,9,5,8,1,7,10,7,4,6,10,7,4,2,12,2,2,2,1,6,3,1,1,2,4,2,2,4,2,4,1,2,2,4,1,1,2,0,0,1,4,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0
"E00004271",328,10,1,2,0,2,1,1,3,3,1,1,13,1,3,1,4,1,2,3,5,8,10,12,12,8,16,12,2,10,12,8,10,9,6,5,8,9,6,8,10,4,6,2,3,3,0,2,4,2,0,4,2,2,4,2,2,4,8,2,0,0,6,2,1,2,1,1,3,1,3,1,3,0,1,0,1,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004272",273,2,3,1,2,2,2,2,0,1,3,2,5,1,3,1,6,4,5,2,3,2,3,3,5,8,3,3,3,0,5,3,7,5,5,4,6,2,4,4,1,3,5,2,2,3,6,8,6,1,6,10,5,4,4,3,2,4,4,5,2,1,1,7,3,1,5,3,5,3,5,1,3,2,1,5,0,1,4,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"E00004273",364,5,3,1,2,3,2,1,2,4,3,0,3,1,3,1,2,3,0,5,1,3,5,8,15,14,9,16,11,11,13,11,12,9,4,11,6,3,5,6,2,4,5,3,4,6,0,5,1,7,4,1,2,1,4,8,4,2,5,4,1,1,3,6,2,6,4,7,4,5,0,2,3,4,1,1,2,8,1,1,3,1,0,1,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00004274",291,4,3,4,3,2,3,1,1,0,3,3,0,3,6,2,3,2,3,2,1,2,2,2,6,10,5,16,9,8,11,7,3,7,5,6,3,3,5,2,1,2,4,4,3,9,9,1,2,4,4,8,9,3,4,6,5,3,5,6,4,3,3,2,4,3,3,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,2,0,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0
"E00004275",199,1,3,1,2,3,0,0,4,0,0,1,2,0,0,0,4,1,1,2,3,1,3,2,7,4,3,2,5,6,6,8,12,7,6,1,2,2,3,2,7,2,2,2,2,0,2,2,0,3,5,2,1,4,2,0,0,3,2,3,0,2,1,3,7,2,2,2,2,7,2,2,1,4,2,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00004276",274,5,2,2,4,4,4,1,4,0,2,4,1,2,3,2,0,1,4,2,0,3,3,5,3,4,3,12,3,9,4,4,13,6,7,13,5,3,1,4,1,3,3,6,6,3,3,8,4,2,3,0,9,2,3,1,8,2,3,5,1,4,1,1,4,3,1,3,2,2,1,1,1,1,2,0,2,2,4,0,0,0,3,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"E00004277",259,3,3,3,4,1,4,1,2,6,0,1,1,0,1,4,2,3,1,4,0,3,2,2,5,8,7,4,8,7,4,5,6,5,11,8,4,2,3,3,8,5,6,4,9,5,4,2,1,1,5,1,2,5,5,3,1,1,2,2,0,2,7,3,2,2,5,1,2,2,4,0,1,2,0,1,1,3,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004278",218,5,4,1,2,2,3,0,2,1,1,4,3,0,2,0,2,1,1,0,3,2,10,6,2,5,9,7,3,8,9,4,6,4,5,5,8,3,3,4,5,5,5,3,3,1,0,2,7,1,1,3,2,4,0,1,0,2,2,6,0,7,4,0,0,1,1,0,3,1,0,0,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004279",290,4,3,5,6,4,1,1,4,4,2,4,1,3,4,2,1,3,2,1,3,13,6,5,13,7,7,9,7,4,5,6,2,11,7,7,5,6,1,3,2,5,5,3,4,6,8,9,8,4,5,4,0,3,1,5,1,0,2,0,3,0,2,2,1,2,1,1,1,1,0,0,3,1,2,0,1,2,0,0,0,3,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00004280",211,5,1,0,0,2,0,1,0,1,0,1,2,1,2,3,2,0,2,0,2,3,2,1,1,3,2,3,6,6,6,10,4,2,5,4,2,5,1,4,2,3,7,4,2,4,1,4,7,2,4,2,3,5,3,2,1,2,5,1,0,4,2,4,5,2,2,2,2,2,1,1,2,3,4,2,5,0,1,0,1,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00004281",251,2,0,7,1,2,0,1,1,2,1,3,1,1,4,4,1,5,3,5,5,3,3,5,5,6,5,8,12,6,8,6,5,7,5,3,5,2,7,4,3,4,4,8,2,4,6,1,4,4,0,1,4,2,0,5,2,1,3,2,3,1,2,1,1,1,4,0,5,2,2,0,1,1,3,0,0,3,1,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"E00004282",302,4,7,3,1,8,4,1,3,2,2,5,1,1,2,2,4,3,3,3,4,0,6,0,2,12,18,5,5,11,6,12,5,10,3,8,16,5,8,4,11,1,6,5,7,2,2,3,5,0,6,5,2,7,0,2,6,0,1,2,1,1,2,0,1,3,4,3,1,0,2,0,0,1,1,1,2,0,1,0,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00004283",267,1,4,4,1,1,2,1,3,3,3,2,3,1,1,2,2,1,4,3,2,2,5,2,1,3,0,8,8,6,12,9,8,5,3,4,4,5,8,4,1,8,6,1,12,1,2,4,3,5,3,4,1,3,5,2,6,4,4,5,4,3,2,5,4,5,5,2,1,3,0,1,0,2,2,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00004284",247,2,2,1,3,1,1,2,2,1,2,4,0,2,4,2,1,3,5,2,4,6,4,7,5,8,9,8,5,11,10,9,6,8,4,5,1,4,2,7,0,2,5,3,3,1,5,2,3,3,0,3,3,3,5,1,1,3,1,1,1,0,1,4,0,3,2,4,2,2,0,3,0,2,0,4,0,0,0,2,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00004285",270,4,2,1,2,3,1,2,1,0,2,4,0,2,0,0,0,2,1,0,0,0,2,1,5,8,9,11,12,12,16,12,7,8,15,3,11,6,5,10,8,4,7,3,0,3,1,3,5,2,1,5,2,0,2,3,1,2,0,2,2,4,0,4,1,1,2,0,0,2,4,3,1,0,0,1,0,1,1,0,0,2,1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00004286",294,3,2,3,2,0,1,2,1,2,2,0,1,1,0,2,2,4,7,5,4,1,6,5,5,11,8,13,8,13,14,8,15,6,7,9,3,5,3,6,6,9,4,4,3,2,0,0,3,2,1,0,1,0,3,5,6,0,2,0,2,4,2,5,4,3,1,4,1,4,0,0,2,1,1,2,0,2,0,1,2,0,0,1,2,1,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0
"E00004287",273,1,5,2,2,3,2,9,0,0,2,1,1,9,2,1,9,8,1,2,1,3,2,7,5,6,5,11,9,18,9,10,12,5,6,11,10,9,2,5,0,2,2,2,1,4,5,1,2,1,1,0,2,0,1,1,1,4,0,3,1,2,1,1,1,2,2,2,3,3,1,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00004288",318,4,3,3,2,1,1,2,1,0,7,6,0,3,4,2,4,1,3,1,5,4,9,7,7,6,7,8,8,14,19,9,7,8,8,4,4,10,9,10,5,5,6,7,3,5,5,4,2,1,4,1,3,4,3,2,3,5,3,1,3,2,2,3,2,2,2,4,0,1,2,0,1,1,2,3,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004289",232,2,3,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,1,4,5,4,4,1,6,6,5,7,9,10,14,13,14,8,4,5,13,7,6,5,4,3,4,1,1,3,5,1,2,4,1,1,1,1,4,2,2,1,0,1,2,1,1,2,2,1,1,0,1,2,0,0,2,1,2,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004290",306,3,2,3,2,0,4,4,1,4,0,0,1,2,3,3,1,1,3,1,0,1,6,8,14,13,7,11,15,14,13,7,13,9,7,7,5,4,13,7,7,7,6,3,4,1,4,1,4,0,3,2,3,2,0,2,2,1,3,0,5,1,1,7,3,2,1,3,1,1,1,0,4,0,1,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004291",340,6,4,3,3,5,6,3,3,3,5,6,3,3,2,4,3,1,3,4,6,7,3,2,6,10,6,9,5,3,5,6,5,7,4,4,4,8,1,7,4,5,4,5,6,6,4,3,5,5,3,2,8,4,1,2,3,6,4,6,3,1,3,7,11,4,5,2,1,2,2,1,4,4,4,3,4,1,2,4,1,1,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"E00004292",332,6,4,7,7,7,7,9,6,6,4,8,8,9,10,5,5,4,5,7,5,2,6,6,8,4,5,6,4,2,9,2,5,4,3,5,6,4,4,9,3,8,5,2,9,4,4,5,4,5,0,2,4,4,2,3,0,3,3,2,2,3,2,3,2,1,2,0,2,0,2,1,1,1,0,2,0,2,1,0,0,0,0,2,1,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
"E00004293",276,4,2,3,5,3,4,6,3,3,1,1,2,6,1,4,5,4,0,0,4,2,4,3,5,12,8,9,2,10,8,10,11,2,4,5,7,3,5,1,0,3,8,4,1,5,6,3,3,2,5,7,2,4,0,3,4,4,1,0,5,2,2,0,1,1,1,3,1,5,1,1,0,0,2,0,1,2,0,2,1,0,2,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00004294",215,0,6,1,1,2,4,0,0,0,2,0,1,0,1,1,2,0,1,2,0,2,3,6,4,9,9,6,16,6,8,11,10,10,5,4,3,8,3,2,3,8,4,1,1,1,5,2,2,2,0,0,1,0,1,0,4,0,1,0,1,1,1,0,2,1,1,2,1,3,1,2,1,3,0,0,2,0,1,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"E00004295",389,3,3,6,0,4,2,2,2,3,2,4,5,0,0,1,3,9,2,1,4,6,5,1,11,6,15,4,11,8,23,2,12,14,10,4,12,7,10,7,4,3,6,2,8,1,4,4,6,6,6,4,4,4,3,4,1,3,8,4,5,7,6,1,9,1,4,5,1,2,0,1,3,2,3,1,1,4,5,2,2,3,1,3,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"E00004296",383,9,6,6,6,10,7,6,3,7,6,10,3,2,13,2,3,2,1,3,2,7,5,7,4,5,8,6,8,4,5,10,7,10,8,5,3,9,4,5,5,2,15,2,1,4,1,12,9,4,4,8,9,5,6,2,5,4,3,4,3,3,3,4,3,2,0,2,1,3,0,3,2,2,5,1,3,1,2,0,0,2,0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00004297",319,6,1,2,4,2,2,1,2,0,0,1,0,0,3,2,0,1,1,3,1,2,2,3,12,17,9,10,10,11,14,9,11,2,12,9,11,6,3,9,8,6,5,1,7,4,3,3,2,2,1,6,3,6,3,2,1,2,2,1,0,1,6,3,6,0,5,5,1,6,6,2,2,1,0,1,2,1,1,0,0,3,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00004298",311,0,3,4,4,5,3,2,1,5,1,8,6,0,12,1,5,2,3,2,0,2,5,6,3,7,7,14,6,6,10,6,4,3,6,3,1,3,4,2,3,4,10,3,4,6,5,13,6,7,4,5,6,0,4,7,3,1,2,4,3,2,5,2,4,4,2,3,1,1,2,0,2,1,1,0,1,2,0,2,1,0,3,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"E00004299",302,11,6,2,5,7,4,3,2,4,3,3,4,1,2,1,2,3,1,0,0,0,1,2,2,6,3,4,11,5,6,7,8,8,8,4,2,6,9,6,5,7,0,3,5,6,3,6,3,8,6,4,3,3,4,2,1,1,2,2,7,1,1,8,6,0,2,7,2,2,0,1,2,2,2,3,3,0,3,1,1,0,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"E00004300",273,0,0,5,3,4,1,4,3,1,4,1,4,2,4,3,3,5,3,2,4,5,4,6,5,9,12,7,6,7,10,5,4,2,6,3,2,5,4,1,3,4,4,3,4,5,5,4,4,5,5,1,6,5,4,0,6,3,2,2,5,3,1,3,2,1,1,3,1,0,2,4,0,3,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004301",503,4,11,3,5,2,5,3,3,3,6,6,1,4,4,6,2,5,4,6,1,1,9,7,9,7,10,7,15,21,26,35,30,24,13,22,9,5,9,9,9,5,7,9,5,5,6,3,9,8,3,5,3,6,4,0,6,3,7,5,4,4,5,4,9,1,0,1,0,1,0,3,0,0,1,2,0,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004302",303,12,4,2,2,1,2,3,3,1,3,4,5,4,2,1,1,1,3,1,1,0,4,0,10,5,17,4,10,17,8,9,9,11,14,4,1,4,7,5,2,5,6,5,3,5,4,0,4,2,5,1,4,3,3,9,3,2,2,0,3,1,2,2,3,3,2,3,0,1,0,3,1,0,4,1,0,0,0,1,0,1,0,3,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00004303",299,2,7,5,4,2,0,1,3,1,4,5,1,3,4,0,2,3,2,4,2,0,1,2,2,4,3,6,11,11,7,7,3,5,9,2,4,2,6,6,2,3,4,1,2,2,6,6,4,6,2,1,3,4,2,4,4,7,4,8,8,5,5,8,4,5,8,2,5,4,4,3,2,0,3,0,0,3,1,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0
"E00004304",397,4,9,3,7,5,1,5,4,3,2,4,2,0,0,2,2,1,9,8,2,1,3,4,15,9,13,17,14,9,10,23,12,11,7,10,3,14,10,7,7,10,1,8,4,1,7,3,4,2,4,2,3,2,1,0,12,7,4,1,2,3,0,6,4,2,4,1,1,1,1,1,2,4,3,2,1,1,1,0,1,2,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"E00004305",355,6,6,2,6,5,6,5,6,6,5,2,7,2,4,2,1,3,3,2,7,15,9,2,3,8,7,4,5,5,4,3,6,10,2,11,5,8,11,13,6,15,3,3,6,5,1,11,2,2,7,3,2,1,2,3,0,1,0,3,5,1,4,1,2,2,8,1,2,2,4,1,2,4,6,5,1,1,1,1,0,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00004306",315,5,6,5,6,3,1,3,6,3,1,0,0,0,0,1,0,3,4,2,2,2,6,1,3,3,4,10,5,8,6,4,14,4,11,8,5,14,12,4,2,5,6,7,10,2,10,1,2,3,1,3,3,4,1,1,4,5,2,2,4,1,3,3,4,4,2,3,2,2,2,1,3,2,1,1,1,1,3,3,2,3,2,1,1,1,2,1,2,1,0,1,0,0,0,0,1,2,0,0,0,0
"E00004307",368,7,4,9,6,10,6,5,4,3,3,3,3,1,3,4,2,1,1,2,0,1,2,2,6,8,5,6,9,9,7,8,4,4,8,8,8,8,10,8,3,6,6,1,3,8,3,8,3,5,3,4,4,5,2,5,3,3,4,1,6,7,7,4,5,6,3,4,3,2,6,1,3,6,2,3,0,1,0,2,3,1,0,3,2,1,3,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0
"E00004308",278,3,4,4,2,3,2,2,4,3,5,1,3,3,1,5,3,0,1,1,9,0,1,2,3,8,2,4,10,7,9,7,7,12,7,8,7,3,2,7,5,1,2,2,6,7,4,4,6,3,2,3,0,2,2,0,3,2,5,3,5,2,3,2,7,4,3,2,0,2,2,1,2,0,2,1,2,3,1,0,0,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00004309",286,9,8,7,8,2,2,5,2,4,2,1,1,2,0,1,1,4,2,4,0,0,2,0,6,2,11,9,4,8,7,3,14,9,10,8,14,4,11,6,3,6,6,4,2,3,6,2,2,4,7,4,2,2,4,1,2,2,2,2,3,1,2,3,4,2,0,1,2,1,0,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
