"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00004572",235,0,0,7,1,0,0,1,0,1,4,1,0,8,21,6,10,41,30,7,39,8,5,21,17,14,0,0
"E00004573",163,0,0,2,1,0,0,0,0,0,1,0,0,5,7,4,17,23,7,5,25,16,8,19,8,17,0,0
"E00004574",225,0,0,3,1,1,0,0,0,0,1,1,1,12,21,6,13,39,14,4,41,5,7,24,19,14,1,0
"E00004575",238,0,0,7,0,1,0,1,1,0,4,1,0,4,24,3,5,38,10,5,44,4,5,32,30,25,1,0
"E00004576",153,0,0,6,2,1,0,1,1,0,1,0,0,6,8,5,7,15,10,1,24,3,7,23,24,11,2,1
"E00004577",153,0,0,2,0,0,0,0,0,0,2,0,0,7,12,3,4,22,10,3,27,8,4,20,20,11,0,0
"E00004578",203,0,2,4,0,0,0,1,1,0,2,2,0,4,17,2,11,46,11,2,30,11,5,17,16,23,0,0
"E00004579",141,0,0,0,0,0,0,0,0,0,0,0,1,4,9,3,8,18,12,1,24,3,9,20,15,13,1,0
"E00004580",182,0,1,1,0,0,0,0,1,0,0,0,0,4,20,4,9,19,7,4,40,4,4,26,15,24,0,0
"E00004581",137,0,0,2,0,0,0,0,0,2,0,0,0,2,12,0,3,22,7,1,25,8,10,16,13,16,0,0
"E00004582",157,0,0,6,1,2,0,2,0,1,0,0,0,7,11,1,5,22,13,4,24,7,11,13,14,19,0,0
"E00004583",188,0,0,4,0,0,0,0,2,0,2,1,0,4,18,3,12,29,10,5,29,11,8,23,16,14,1,0
"E00004584",211,0,0,5,0,0,0,1,2,1,1,0,0,4,22,2,12,33,18,3,38,12,10,25,15,12,0,0
"E00004585",151,0,0,2,0,0,0,1,0,0,1,1,1,8,10,5,1,15,6,3,29,3,6,23,13,24,0,1
"E00004586",152,0,1,5,1,0,1,1,0,0,2,0,0,3,13,1,4,23,6,1,30,6,6,24,12,16,1,0
"E00004587",137,0,1,4,1,0,0,1,0,0,2,1,0,3,14,3,2,13,7,4,19,3,7,23,19,14,0,0
"E00004588",209,0,0,2,0,0,0,0,0,0,2,1,0,3,7,5,6,31,21,3,48,5,5,29,11,29,1,2
"E00004589",147,0,1,3,0,1,0,1,0,1,0,0,0,3,12,2,4,24,10,2,25,4,7,17,17,14,2,0
"E00004590",138,0,0,2,0,0,0,0,0,0,2,0,0,1,9,2,1,25,11,2,34,4,8,19,11,9,0,0
"E00004591",120,0,0,1,0,0,0,0,1,0,0,0,0,2,8,4,13,13,4,2,23,6,8,5,12,18,0,1
"E00004592",113,0,0,2,0,0,0,1,0,1,0,0,0,4,9,3,4,10,9,1,27,4,8,10,11,11,0,0
"E00004593",340,0,0,6,1,1,0,0,0,0,4,0,1,13,43,8,35,45,12,1,67,18,6,28,26,31,0,0
"E00004594",152,1,1,0,0,0,0,0,0,0,0,0,0,4,14,1,5,18,7,1,34,5,11,20,14,16,0,0
"E00004595",139,0,0,3,0,1,0,1,0,0,1,1,2,6,5,2,3,26,10,2,16,7,9,16,11,18,2,0
"E00004596",121,1,1,5,1,2,0,0,0,0,2,0,0,2,4,2,3,18,7,5,30,2,4,15,8,14,0,0
"E00004597",478,0,0,12,1,9,0,1,1,0,0,0,0,11,39,7,4,132,17,8,114,35,4,34,24,37,0,0
"E00004598",133,0,0,2,1,0,0,1,0,0,0,0,0,3,16,4,4,10,9,4,23,1,6,11,11,28,1,0
"E00004599",192,0,0,3,1,1,0,0,0,0,1,0,0,3,15,3,3,24,4,2,34,8,16,31,17,28,0,1
"E00004600",121,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,14,6,7,1,16,7,7,11,16,7,0,0
"E00004601",114,0,0,2,0,0,0,1,0,0,1,0,0,7,17,3,8,12,7,2,16,4,3,10,11,11,1,0
"E00004602",168,0,0,2,0,0,0,0,1,1,0,0,0,2,10,6,7,26,4,3,48,1,7,17,9,24,2,0
"E00004603",136,0,0,1,0,0,0,0,0,0,1,0,0,2,23,4,9,11,8,3,11,6,8,14,21,14,0,1
"E00004604",111,0,0,0,0,0,0,0,0,0,0,0,1,5,13,6,12,6,5,3,17,7,5,6,16,6,1,2
"E00004605",127,0,0,2,1,0,0,0,0,1,0,0,2,5,23,5,10,9,5,3,18,4,5,18,13,5,0,0
"E00004606",176,0,0,0,0,0,0,0,0,0,0,1,1,5,24,5,6,10,25,7,21,6,6,16,24,19,0,0
"E00004607",60,0,0,1,0,0,0,1,0,0,0,0,0,4,8,2,11,2,3,2,8,3,0,4,7,4,1,0
"E00004608",138,0,0,2,0,0,0,0,0,2,0,0,0,6,22,7,10,11,11,3,18,8,7,6,11,15,1,0
"E00004609",171,1,3,1,0,0,1,0,0,0,0,0,1,9,16,4,17,10,4,8,36,8,6,17,15,12,0,3
"E00004610",107,0,0,3,1,0,0,0,0,0,2,0,0,1,11,10,11,8,3,6,12,9,1,3,19,6,3,1
"E00004611",33,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,1,0,1,3,1,1,1,4,7,0,1,0
"E00004612",142,0,0,3,0,0,0,1,0,0,2,0,0,6,25,5,21,16,4,4,21,5,4,6,15,6,1,0
"E00004613",108,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,13,3,6,6,14,6,3,15,11,7,0,0
"E00004614",268,0,1,3,1,0,0,0,0,1,1,1,0,10,39,11,38,24,21,7,38,12,5,22,15,19,2,0
"E00004615",142,0,0,6,1,0,2,1,0,0,2,1,0,2,8,6,9,14,19,1,34,8,3,11,10,10,0,0
"E00004616",192,0,0,5,0,1,0,1,0,0,3,0,1,10,14,3,8,19,23,8,41,6,8,21,12,12,0,1
"E00004617",159,0,0,3,0,1,0,0,1,0,1,0,0,7,19,1,8,16,14,3,39,5,3,15,15,11,0,0
"E00004618",156,0,1,3,2,0,0,0,0,0,1,2,1,5,10,0,6,16,23,4,36,5,6,14,11,12,1,0
"E00004619",127,0,0,1,0,0,0,0,0,1,0,0,0,6,8,7,8,11,12,1,25,5,7,14,13,8,1,0
"E00004620",152,1,0,1,1,0,0,0,0,0,0,0,0,9,13,4,12,15,9,4,27,8,7,12,13,15,0,2
"E00004621",141,0,1,5,0,2,0,0,0,0,3,1,1,3,10,3,8,7,9,0,32,7,7,25,12,9,1,0
"E00004622",295,0,1,4,0,0,0,2,0,1,1,2,0,6,29,3,4,17,39,13,93,18,10,26,15,14,1,0
"E00004623",183,0,1,4,0,0,0,0,1,2,1,1,0,10,27,5,11,19,13,5,30,6,4,14,13,20,0,0
"E00004624",177,0,1,6,0,2,0,0,0,1,3,1,0,3,15,2,7,19,26,9,36,12,5,13,14,8,0,0
"E00004625",163,0,0,4,1,0,0,0,0,1,2,0,0,3,25,5,6,13,16,3,32,4,4,15,21,12,0,0
"E00004626",201,0,0,2,0,0,0,2,0,0,0,0,0,13,26,6,23,10,13,6,20,16,5,25,19,7,1,9
"E00004627",86,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,10,5,4,4,8,2,6,9,18,1,1,0
"E00004628",71,0,1,1,0,1,0,0,0,0,0,0,0,4,10,4,10,1,2,0,4,6,5,8,10,4,0,1
"E00004629",163,0,0,3,0,1,0,0,1,0,1,1,0,3,9,1,4,15,25,3,39,7,7,14,13,19,0,0
"E00004630",145,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,7,20,16,2,27,4,3,17,16,9,1,2
"E00004631",128,0,0,3,0,0,0,0,0,0,3,0,0,6,17,5,11,18,7,1,22,7,7,10,7,5,0,2
"E00004632",69,0,0,1,0,0,0,0,0,0,1,1,0,2,16,4,9,0,0,0,10,4,1,10,3,8,0,0
"E00004633",92,0,0,2,0,1,0,0,0,0,1,0,0,2,21,6,6,6,4,0,9,5,3,11,14,3,0,0
"E00004634",185,0,0,3,1,0,0,0,0,0,2,0,1,8,14,1,8,21,24,3,41,5,5,20,20,9,1,1
"E00004635",103,0,0,2,0,0,0,0,0,0,2,0,0,6,18,10,10,7,2,6,6,6,3,12,13,2,0,0
"E00004636",112,1,0,4,0,2,0,0,0,1,1,0,0,4,23,6,16,5,3,3,5,2,7,17,11,3,2,0
"E00004637",93,0,0,1,0,0,0,0,0,0,1,0,0,4,22,3,7,5,0,5,5,6,5,10,8,10,2,0
"E00004638",201,0,1,2,0,0,0,0,0,0,2,0,0,6,34,2,3,30,11,1,37,15,8,21,18,11,0,1
"E00004639",94,0,0,0,0,0,0,0,0,0,0,1,0,4,9,7,7,7,7,1,16,3,2,13,7,10,0,0
"E00004640",162,0,0,3,2,0,0,0,0,0,1,0,0,5,16,8,16,14,4,3,25,16,3,18,17,12,1,1
"E00004641",121,0,0,0,0,0,0,0,0,0,0,0,0,6,18,7,22,6,5,7,8,5,3,15,13,5,1,0
"E00004642",102,0,0,2,0,0,0,0,1,0,1,0,1,8,14,9,16,2,1,2,9,5,2,13,13,4,0,1
"E00004643",194,0,0,2,0,0,0,0,0,0,2,0,1,3,26,4,26,18,15,2,35,8,1,14,22,15,1,1
"E00004644",132,0,0,6,0,1,0,1,0,3,1,0,0,11,19,6,7,6,9,5,11,9,5,11,9,18,0,0
"E00004645",87,0,0,1,0,1,0,0,0,0,0,2,0,5,8,2,11,5,7,3,18,1,0,9,5,9,0,1
"E00004646",100,0,0,1,0,1,0,0,0,0,0,0,0,2,10,4,20,5,9,0,16,4,3,9,9,7,1,0
"E00004647",169,0,0,6,1,1,0,0,2,1,1,0,0,4,20,2,20,11,14,4,24,5,10,8,23,10,7,1
"E00004649",111,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,6,17,7,2,21,2,6,17,7,11,0,0
"E00004650",149,0,0,1,0,0,0,0,1,0,0,0,0,5,13,8,12,13,12,1,22,4,9,14,23,11,1,0
"E00004651",87,0,0,1,1,0,0,0,0,0,0,0,0,0,8,1,3,18,6,1,22,1,5,10,3,7,1,0
"E00004652",124,0,0,2,0,0,0,0,0,1,1,0,0,2,8,7,8,10,9,1,24,2,5,21,13,12,0,0
"E00004653",99,0,0,1,0,0,0,0,0,0,1,0,0,6,8,1,5,5,7,0,25,4,1,22,5,9,0,0
"E00004654",63,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,4,7,4,0,10,1,1,12,9,6,0,0
"E00004655",140,0,1,1,0,0,0,0,0,1,0,0,0,1,5,1,10,11,8,2,37,3,2,17,26,13,0,2
"E00004656",137,0,0,3,0,0,0,0,0,1,2,0,1,1,8,2,8,14,7,0,25,3,2,37,15,9,0,2
"E00004658",104,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,22,4,5,0,12,6,2,15,9,14,0,1
"E00004659",208,0,1,2,2,0,0,0,0,0,0,1,0,5,8,7,39,15,7,1,36,10,27,8,17,20,3,1
"E00004660",144,0,0,0,0,0,0,0,0,0,0,0,0,4,15,4,12,10,16,3,23,5,12,14,8,10,8,0
"E00004661",108,0,0,1,1,0,0,0,0,0,0,0,0,2,13,1,18,8,12,2,11,7,6,10,8,9,0,0
"E00004662",129,0,0,4,0,0,0,0,0,0,4,0,0,5,6,3,13,9,7,3,15,7,5,16,21,13,2,0
"E00004663",106,0,1,2,1,0,0,0,0,1,0,0,0,5,18,7,18,6,5,2,7,6,2,16,6,5,0,0
"E00004664",172,0,0,1,0,0,0,0,0,0,1,0,0,4,18,3,6,26,11,0,27,7,23,17,16,13,0,0
"E00004665",87,0,0,2,0,2,0,0,0,0,0,0,1,1,7,9,14,4,5,1,8,5,1,12,7,8,2,0
"E00004666",152,2,0,4,2,0,0,1,0,0,1,1,0,4,19,2,16,15,8,3,17,6,4,25,13,10,3,0
"E00004667",99,0,0,3,0,1,0,0,0,0,2,0,0,1,3,1,4,11,6,0,31,3,6,12,8,9,0,1
"E00004668",61,0,0,1,0,0,0,0,0,0,1,2,0,0,12,4,3,1,0,1,5,2,5,6,9,10,0,0
"E00004669",94,1,0,1,0,0,0,0,0,0,1,0,0,2,15,5,15,7,3,0,11,9,5,7,6,7,0,0
"E00004670",87,0,0,1,0,1,0,0,0,0,0,0,0,0,17,4,16,7,3,0,7,4,3,9,9,6,0,1
"E00004671",187,1,0,0,0,0,0,0,0,0,0,0,0,8,33,8,10,12,17,7,17,12,4,20,23,14,0,1
"E00004672",123,0,0,2,0,0,0,0,1,0,1,0,0,2,5,2,5,18,7,2,21,3,7,27,15,7,0,0
"E00004673",115,1,0,0,0,0,0,0,0,0,0,0,0,4,11,4,18,8,2,1,12,8,5,19,11,9,2,0
"E00004674",94,0,0,1,0,0,0,0,0,0,1,0,1,7,19,2,11,7,4,0,10,6,6,6,5,9,0,0
"E00004675",73,0,0,1,0,0,0,0,0,1,0,0,0,3,8,4,5,5,5,3,12,3,2,5,10,7,0,0
"E00004676",191,0,0,3,0,1,0,1,1,0,0,0,0,1,27,1,27,12,10,4,23,4,7,48,9,14,0,1
"E00004677",123,0,0,6,0,2,0,2,1,0,1,0,0,2,22,4,10,9,8,3,21,6,4,11,10,6,0,1
"E00004678",125,0,0,2,1,0,0,0,0,0,1,0,0,3,15,5,13,6,10,4,16,4,4,18,14,11,0,0
"E00004679",80,0,0,3,0,0,0,1,1,0,1,0,0,2,6,5,10,2,4,1,16,5,2,8,5,11,0,0
"E00004680",115,0,0,3,0,1,0,1,0,0,1,0,0,0,3,2,6,7,13,1,23,1,3,27,10,16,0,0
"E00004681",185,1,1,1,1,0,0,0,0,0,0,0,0,5,9,7,4,25,25,3,38,6,6,10,39,4,1,0
"E00004682",51,0,0,2,1,1,0,0,0,0,0,0,0,2,7,3,8,2,3,0,3,5,2,4,6,3,1,0
"E00004683",47,0,0,1,0,0,0,0,0,0,1,0,1,1,6,5,4,3,1,1,4,2,0,5,7,4,2,0
"E00004684",154,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,8,4,8,4,10,7,18,20,36,8,0,0
"E00004685",109,0,0,2,1,0,0,0,0,0,1,0,0,6,18,5,20,5,6,2,3,11,3,7,13,7,0,1
"E00004686",104,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,11,7,3,0,11,5,8,15,11,8,0,1
"E00004687",120,0,0,4,0,1,0,0,0,1,2,0,0,1,14,3,8,3,15,8,25,6,1,7,12,7,6,0
"E00004688",131,0,0,2,1,0,0,0,0,0,1,1,0,11,25,6,14,4,6,3,8,7,4,16,15,9,0,0
"E00004689",106,0,0,3,3,0,0,0,0,0,0,1,1,1,16,9,16,3,10,1,8,5,4,5,12,10,0,1
"E00004690",108,0,0,5,0,0,0,1,0,1,3,0,0,7,13,5,10,8,10,5,18,5,2,10,5,5,0,0
"E00004691",91,0,0,2,0,0,0,0,0,0,2,1,1,2,12,4,8,6,2,0,12,10,3,14,6,8,0,0
"E00004692",124,0,0,4,0,1,0,0,0,1,2,0,0,2,9,10,12,9,5,1,9,8,1,23,16,15,0,0
"E00004693",142,0,0,1,0,0,0,0,0,0,1,0,0,3,14,3,13,10,19,1,17,8,4,14,13,16,5,1
"E00004694",118,0,0,4,1,1,0,0,1,1,0,0,1,2,7,4,20,8,10,1,22,7,4,12,9,7,0,0
"E00004695",199,0,0,1,0,0,0,0,0,0,1,1,1,1,26,3,21,18,16,2,30,9,7,26,11,7,19,0
"E00004696",126,0,0,3,0,1,0,0,0,1,1,0,0,7,18,4,16,7,9,5,12,7,5,11,15,6,0,1
"E00004697",130,0,0,2,0,0,0,0,0,0,2,0,1,3,25,4,9,8,9,1,26,5,7,11,14,4,1,0
"E00004699",44,0,0,2,1,0,0,0,0,0,1,0,0,2,6,1,6,3,2,1,1,2,1,7,6,4,0,0
"E00004700",81,0,0,1,0,0,0,0,0,0,1,0,0,2,12,6,11,4,2,1,10,6,3,8,6,8,0,1
"E00004701",115,0,0,1,0,0,0,0,0,1,0,0,0,1,8,3,3,3,20,2,19,7,6,8,27,7,0,0
"E00004702",107,0,0,4,1,1,0,0,0,0,2,0,0,3,22,8,9,4,6,2,8,8,2,9,13,8,1,0
"E00004703",147,0,0,1,0,0,0,0,0,0,1,0,2,4,16,4,10,15,12,1,30,7,6,12,10,17,0,0
"E00004704",190,0,1,1,0,0,0,0,0,1,0,0,0,5,31,7,28,23,4,2,37,10,7,14,7,13,0,0
"E00004705",207,0,1,4,0,1,0,0,0,0,3,0,0,3,17,8,7,24,22,0,44,14,4,23,19,17,0,0
"E00004706",225,0,0,2,0,0,0,0,0,1,1,0,0,4,24,6,15,29,11,5,52,11,7,14,21,24,0,0
"E00004707",260,0,0,6,0,1,0,0,0,0,5,0,0,6,33,4,32,19,14,1,65,14,9,16,7,33,1,0
"E00004708",116,0,0,2,0,0,0,1,0,0,1,0,0,3,12,3,7,13,6,2,25,3,7,14,9,10,0,0
"E00004709",189,0,0,1,1,0,0,0,0,0,0,0,0,3,17,4,12,17,16,2,49,11,9,14,12,21,1,0
"E00004710",150,0,0,3,0,0,0,0,1,0,2,0,0,6,14,3,7,6,9,3,38,7,6,13,10,22,1,2
"E00004711",159,0,0,3,1,1,0,0,0,0,1,0,0,6,17,2,12,21,13,1,21,3,8,21,12,18,1,0
"E00004712",169,0,2,7,0,2,0,0,1,1,3,0,0,8,11,4,11,18,21,5,32,5,5,12,11,12,5,0
"E00004713",82,0,0,2,0,0,0,0,0,0,2,0,0,3,9,11,3,2,3,2,2,1,9,10,21,4,0,0
"E00004714",184,0,0,5,0,0,0,0,1,2,2,0,0,8,13,2,4,21,13,3,37,12,35,8,15,6,2,0
"E00004715",127,0,0,1,0,1,0,0,0,0,0,0,0,1,9,14,3,10,8,3,6,10,11,18,26,6,1,0
"E00004716",114,1,0,0,0,0,0,0,0,0,0,1,0,1,14,9,16,6,2,5,17,7,5,12,9,9,0,0
"E00004717",91,0,0,1,0,1,0,0,0,0,0,1,0,4,11,9,7,4,5,2,6,2,8,11,17,2,1,0
"E00004718",114,0,0,1,1,0,0,0,0,0,0,0,0,0,23,10,24,4,6,4,6,3,4,7,14,8,0,0
"E00004719",169,0,0,2,1,1,0,0,0,0,0,2,1,8,23,9,17,10,12,2,6,10,18,15,23,11,0,0
"E00004720",126,0,0,2,0,1,0,0,0,0,1,0,0,3,11,20,5,3,3,0,7,3,14,13,35,7,0,0
"E00004721",112,0,0,3,0,1,0,0,0,0,2,0,0,1,25,14,18,2,5,1,8,5,2,11,9,7,1,0
"E00004722",94,0,0,4,1,0,0,0,0,1,2,0,1,1,14,6,19,2,1,5,7,4,3,8,15,3,0,1
"E00004723",86,0,0,1,0,1,0,0,0,0,0,0,1,5,12,6,8,2,6,2,7,5,5,5,16,4,1,0
"E00004724",127,0,0,5,0,0,0,1,2,1,1,0,0,3,13,7,29,5,4,2,19,10,5,11,6,7,1,0
"E00004725",111,0,0,1,0,0,0,0,0,1,0,0,1,3,21,10,22,2,6,2,4,6,2,9,16,5,0,1
"E00004726",83,0,0,2,0,1,0,1,0,0,0,0,1,4,8,5,7,9,4,0,3,6,1,17,8,7,1,0
"E00004727",127,0,1,2,0,0,0,0,0,2,0,0,1,2,23,7,19,10,5,1,5,10,5,13,14,8,1,0
"E00004728",167,0,0,3,0,0,0,0,0,1,2,0,0,5,18,11,22,9,4,2,15,9,10,18,29,12,0,0
"E00004729",76,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,6,4,2,2,4,3,7,8,8,8,0,1
"E00004730",59,0,0,3,2,0,0,0,0,0,1,0,0,3,15,3,8,2,1,1,2,1,0,8,8,2,2,0
"E00004731",165,0,0,6,0,3,0,0,0,0,3,1,1,8,14,3,18,17,12,6,25,7,5,11,19,10,0,2
"E00004732",134,2,0,4,2,0,0,0,1,0,1,0,0,7,20,9,14,7,2,2,8,10,4,12,25,8,0,0
"E00004733",142,0,0,1,0,0,0,0,1,0,0,1,1,3,15,6,11,10,9,4,24,8,5,12,14,18,0,0
"E00004734",112,0,0,1,0,0,0,0,0,1,0,0,0,2,18,9,15,3,9,0,16,11,2,8,12,6,0,0
"E00004735",94,0,0,0,0,0,0,0,0,0,0,0,2,4,18,10,12,1,3,1,4,5,3,11,11,8,0,1
"E00004736",122,0,0,3,0,0,0,0,0,1,2,0,0,1,20,2,8,19,6,2,19,5,4,13,8,11,0,1
"E00004738",169,0,0,2,0,0,0,0,1,0,1,0,0,9,27,2,7,17,9,3,21,2,10,21,25,12,0,2
"E00004739",168,0,0,7,1,0,0,1,0,0,5,2,0,4,16,4,16,16,10,0,26,3,12,11,25,15,1,0
"E00004740",100,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,5,4,6,11,9,6,8,8,8,0,0
"E00004741",143,0,0,4,2,0,0,0,0,2,0,0,0,10,18,7,10,11,14,2,20,8,5,14,12,8,0,0
"E00004742",221,0,0,1,1,0,0,0,0,0,0,1,0,4,15,5,53,8,6,12,27,7,5,34,32,10,1,0
"E00004743",145,0,0,1,0,0,0,0,0,0,1,0,0,7,19,12,12,12,7,4,12,5,9,19,17,7,1,1
"E00004744",128,1,0,0,0,0,0,0,0,0,0,0,0,4,24,6,9,3,7,5,11,4,9,12,21,12,0,0
"E00004745",91,0,0,3,1,1,0,0,0,0,1,0,1,3,8,11,16,4,3,2,8,7,1,7,8,9,0,0
"E00004746",117,0,0,3,0,1,0,0,0,1,1,1,0,7,25,3,12,5,3,3,15,6,3,15,13,3,0,0
"E00004747",114,0,0,2,0,0,0,0,0,0,2,0,1,3,14,7,21,2,1,0,10,7,6,10,17,13,0,0
"E00004748",135,0,1,2,1,1,0,0,0,0,0,0,0,5,21,14,11,6,6,0,16,6,2,19,20,6,0,0
"E00004749",183,0,0,4,0,1,0,0,0,1,2,0,1,3,29,12,28,5,7,2,10,10,8,17,23,23,0,1
"E00004750",176,0,0,2,1,0,0,0,0,0,1,0,0,8,24,7,13,15,4,4,16,9,7,26,34,7,0,0
"E00004751",86,0,0,0,0,0,0,0,0,0,0,1,0,1,10,6,5,3,3,1,11,1,4,14,13,11,0,2
"E00004752",152,0,1,2,1,0,0,1,0,0,0,0,0,5,17,16,5,6,9,3,17,7,10,25,16,13,0,0
"E00004753",115,0,2,1,0,0,0,0,0,0,1,0,0,4,22,7,9,1,2,5,16,4,6,17,11,7,0,1
"E00004754",133,0,0,4,1,1,0,0,1,1,0,0,0,3,21,4,20,8,3,0,13,11,3,13,16,14,0,0
"E00004755",71,0,0,2,0,0,0,0,0,0,2,1,0,3,16,4,4,4,3,1,7,4,3,4,10,5,0,0
"E00004756",109,0,0,0,0,0,0,0,0,0,0,0,2,7,7,6,13,8,7,4,11,7,0,11,20,6,0,0
"E00004757",86,0,0,4,1,0,0,0,1,0,2,0,0,1,13,5,18,2,5,4,13,2,1,3,10,5,0,0
"E00004758",67,1,0,0,0,0,0,0,0,0,0,0,1,5,11,7,15,2,2,2,2,4,0,7,7,1,0,0
"E00004759",87,0,0,3,1,0,0,0,0,0,2,0,0,3,10,9,17,3,0,2,13,4,2,9,7,5,0,0
"E00004760",67,0,0,0,0,0,0,0,0,0,0,0,1,4,10,3,8,5,1,3,5,2,3,4,12,6,0,0
"E00004761",139,0,0,0,0,0,0,0,0,0,0,0,2,8,22,7,22,4,2,13,10,4,4,9,26,5,0,1
"E00004762",76,0,0,1,0,0,0,0,0,1,0,0,1,1,13,3,10,1,2,0,8,6,8,6,11,4,1,0
"E00004763",97,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,13,5,9,3,5,5,5,14,4,11,2,1
"E00004764",90,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,2,7,1,1,8,7,3,21,14,5,0,0
"E00004765",85,0,0,1,0,0,0,0,0,0,1,0,1,2,17,9,6,7,4,2,6,6,2,12,6,4,0,0
"E00004766",163,0,0,1,0,1,0,0,0,0,0,1,0,5,18,2,8,15,19,7,40,6,3,14,13,11,0,0
"E00004767",195,0,0,5,1,2,0,1,0,1,0,0,0,3,14,2,3,20,48,4,43,11,5,10,18,8,0,1
"E00004768",152,0,0,2,1,0,0,0,1,0,0,1,0,3,6,3,4,16,25,6,44,6,5,14,8,7,1,1
"E00004769",181,0,1,5,1,0,0,1,0,0,3,0,0,4,11,1,11,13,34,2,50,6,3,16,16,5,1,2
"E00004770",121,0,0,2,0,0,0,1,0,0,1,0,0,0,12,3,3,20,24,9,20,4,1,7,5,9,1,1
"E00004771",154,0,0,2,0,1,0,0,0,0,1,3,0,11,10,3,12,9,22,13,25,7,4,9,9,6,9,0
"E00004772",157,0,0,8,1,4,0,0,1,0,2,0,0,5,14,2,10,11,25,7,33,1,2,9,15,13,2,0
"E00004773",158,0,0,4,1,1,0,0,0,2,0,2,0,7,10,1,4,19,25,4,34,3,4,17,12,12,0,0
"E00004774",130,0,0,2,0,1,0,0,0,0,1,0,1,6,15,2,4,11,20,3,36,2,3,6,11,7,0,1
"E00004775",158,0,1,1,0,0,0,0,1,0,0,0,0,3,18,1,2,15,31,3,38,7,4,14,12,7,1,0
"E00004776",207,0,2,6,1,1,0,1,1,2,0,1,0,6,15,7,8,22,33,5,36,11,4,21,12,17,0,1
"E00004777",105,1,0,2,0,1,0,0,0,0,1,1,2,6,11,7,14,6,10,2,11,4,2,12,11,3,0,0
"E00004778",110,0,0,2,0,0,0,1,0,1,0,0,0,5,15,5,6,6,18,8,15,4,2,6,7,3,2,6
"E00004779",124,0,0,5,0,1,0,1,1,0,2,1,0,4,15,2,1,8,37,7,15,3,3,4,7,5,2,5
"E00004780",116,1,0,2,0,0,0,1,1,0,0,0,0,4,14,2,4,9,29,2,10,5,1,1,12,3,1,16
"E00004781",140,0,1,1,1,0,0,0,0,0,0,0,0,4,15,3,8,18,19,3,18,10,1,9,15,12,3,0
"E00004782",93,0,1,4,1,0,0,0,1,1,1,0,0,7,4,4,2,7,24,6,13,3,2,4,5,1,4,2
"E00004783",117,0,1,3,0,2,0,0,0,0,1,0,0,7,15,3,11,11,19,4,18,2,3,6,5,4,3,2
"E00004784",98,0,0,3,0,0,0,1,0,0,2,0,0,3,11,2,4,10,17,5,15,0,3,9,8,5,2,1
"E00004785",116,0,0,2,0,0,0,0,0,0,2,0,0,7,14,3,7,6,8,4,19,6,8,14,10,6,1,1
"E00004786",105,0,0,1,0,0,0,0,0,0,1,1,0,3,14,0,0,8,17,3,19,7,3,10,10,9,0,0
"E00004787",167,0,0,4,2,1,0,0,0,0,1,0,0,4,18,2,7,15,21,5,40,5,5,17,12,11,0,1
"E00004788",165,0,0,3,1,0,0,2,0,0,0,0,0,5,13,2,6,20,29,2,37,6,2,13,14,12,1,0
"E00004789",77,0,0,1,0,0,0,0,1,0,0,1,0,0,12,3,2,2,8,1,17,7,0,7,8,6,0,2
"E00004790",161,0,0,2,0,0,0,0,1,1,0,0,0,2,14,2,3,14,32,1,40,5,4,11,18,12,0,1
"E00004791",122,0,0,1,1,0,0,0,0,0,0,0,0,4,6,3,6,12,15,4,23,3,6,18,13,7,0,1
"E00004792",161,0,1,8,1,0,0,1,1,2,3,1,0,4,13,2,1,11,32,3,30,3,7,11,25,8,1,0
"E00004793",132,0,0,6,2,1,0,0,0,1,2,1,0,2,8,2,5,13,33,3,37,1,3,6,5,5,1,1
"E00004794",183,0,1,7,0,0,0,1,0,3,3,0,0,4,17,4,8,10,28,5,33,9,3,24,18,9,1,2
"E00004795",144,0,0,3,0,0,0,0,0,2,1,0,0,3,9,1,2,17,32,4,17,4,3,25,8,14,1,1
"E00004796",176,1,0,4,0,1,0,0,1,2,0,0,0,5,16,4,12,15,28,10,35,3,2,21,10,9,1,0
"E00004797",125,0,0,3,2,0,0,0,0,0,1,0,0,8,12,6,7,12,13,3,11,8,4,18,14,3,2,1
