"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E01000938",801,64,41,1,4,17,5,2,0,1,11,23,0,12,1,10,177,32,7,3,20,1,1,22,17,1,4,24,24,99,19,41,6,6,0,1,26,168,12,5,4,3,29,17,12,3,3,45,31,11,3,79,1,1,37,31,0,9,146,110,17,29,46,15,3,36,36,41,5,5,4,0,0,1,3,0,7,4,3,0,25,2,2,18,3,47,35,22,1,12,12,2,2,2,6,53,44,39,5,0,9,9,0,11,5,1,1,1,2,6,6,0,0,94,5,0,4,1,89,4,10,10,0,3,62
"E01000939",391,36,18,1,3,9,1,0,0,0,4,18,0,14,0,4,71,9,0,1,7,1,0,9,6,0,3,19,19,34,3,11,6,6,0,0,8,51,3,2,1,0,10,7,3,2,2,15,11,0,4,21,0,0,7,9,0,5,36,24,5,5,5,7,2,12,12,32,0,0,2,0,0,1,0,1,7,6,1,0,23,0,0,23,0,28,15,5,0,10,13,3,1,6,3,60,41,34,2,5,19,18,1,14,2,0,0,0,2,12,11,0,1,63,0,0,0,0,63,3,13,6,1,0,40
"E01000940",394,32,17,3,2,6,1,1,0,0,4,15,0,2,0,13,137,30,9,5,14,1,1,22,10,3,9,39,39,46,9,22,6,3,1,0,5,67,7,2,1,4,5,1,4,0,0,27,21,6,0,28,0,3,10,11,1,3,39,31,9,7,5,5,5,8,8,19,0,0,3,0,1,0,2,0,3,2,1,0,13,0,1,11,1,19,14,8,0,6,5,2,2,0,1,34,28,25,1,2,6,6,0,13,3,1,1,1,0,10,9,1,0,34,1,0,1,0,33,7,5,8,1,1,11
"E01000941",476,42,20,3,2,7,0,0,1,1,6,22,0,15,0,7,102,16,2,4,8,0,2,8,3,0,5,33,33,45,9,20,7,1,2,0,6,64,9,1,4,4,8,2,6,0,0,26,18,6,2,21,0,1,7,8,0,5,40,26,2,9,5,8,2,14,14,41,3,3,5,0,1,1,3,0,9,7,2,0,24,0,1,22,1,63,30,13,0,17,33,9,8,11,5,37,30,28,1,1,7,6,1,23,2,0,0,1,1,21,20,0,1,64,1,0,1,0,63,3,17,8,1,2,32
"E01000942",694,64,32,7,2,15,0,0,0,4,4,32,0,16,1,15,248,44,12,5,27,0,0,30,21,6,3,76,76,98,33,30,6,4,5,1,19,124,4,0,3,1,6,1,5,1,1,44,33,4,7,69,1,3,21,31,0,13,64,46,7,11,8,16,4,18,18,34,1,1,6,0,0,1,5,0,8,5,2,1,19,2,0,11,6,39,23,13,2,8,16,8,2,4,2,47,42,39,1,2,5,4,1,8,3,0,0,2,1,5,4,0,1,66,2,0,0,2,64,5,6,8,0,1,44
"E01000943",499,64,39,5,3,12,3,8,0,6,2,25,0,10,0,15,192,30,17,0,13,0,0,33,20,2,11,40,40,89,20,31,8,3,2,3,22,98,5,2,2,1,5,2,3,1,1,45,33,6,6,42,0,1,18,19,0,4,50,33,7,7,6,10,3,17,17,25,0,0,2,0,1,0,1,0,5,1,3,1,18,1,2,14,1,22,11,9,0,2,11,3,3,5,0,18,14,12,1,1,4,4,0,7,3,0,1,2,0,4,4,0,0,23,1,0,1,0,22,7,4,1,1,1,8
"E01000944",564,70,34,1,4,7,2,0,17,0,3,36,0,11,3,22,106,21,2,8,9,0,2,20,14,0,6,19,19,46,13,16,2,3,3,0,9,95,6,1,1,4,3,0,3,2,2,28,23,1,4,56,0,2,32,16,0,6,60,37,5,18,5,7,2,23,23,28,3,3,3,0,0,0,3,0,8,5,3,0,14,0,3,11,0,41,28,18,0,10,13,2,5,4,2,71,57,49,6,2,14,13,1,32,7,1,1,1,4,25,21,2,2,61,0,0,0,0,61,10,11,9,0,2,29
"E01000945",667,59,36,0,1,17,8,0,0,3,7,23,0,10,1,12,182,48,8,7,32,0,1,19,17,1,1,42,42,73,13,35,5,3,1,1,15,105,16,2,6,8,9,2,7,0,0,38,27,8,3,42,0,3,13,22,0,4,61,46,9,14,8,14,1,15,15,39,0,0,6,0,0,2,4,0,9,3,5,1,24,2,0,20,2,69,54,43,1,10,15,6,3,4,2,55,49,46,2,1,6,6,0,25,6,2,2,1,1,19,18,1,0,72,2,1,0,1,70,3,14,10,0,2,41
"E01000946",756,133,75,14,3,29,9,2,9,3,6,58,0,12,2,44,237,29,3,7,19,0,0,67,25,2,40,25,25,116,30,47,5,4,2,0,28,179,10,1,4,5,11,5,6,28,28,43,33,6,4,87,0,2,38,32,0,15,49,35,4,14,3,10,4,14,14,27,1,1,2,0,0,0,2,0,13,7,3,3,11,1,0,10,0,38,20,12,1,7,18,7,2,9,0,36,31,27,3,1,5,5,0,22,8,1,3,0,4,14,14,0,0,35,0,0,0,0,35,6,10,2,1,5,11
"E01000947",1014,112,65,6,4,33,2,3,1,2,14,47,0,23,0,24,324,144,93,12,38,1,0,23,19,0,4,35,35,122,34,43,19,5,0,1,20,227,10,10,0,0,11,5,6,6,6,115,97,13,5,85,0,0,33,45,0,7,87,58,12,15,12,16,3,29,29,56,0,0,11,0,1,4,6,0,13,11,2,0,32,0,2,29,1,40,23,12,0,11,17,6,10,1,0,66,55,43,7,5,11,10,1,25,5,1,1,2,1,20,18,0,2,77,3,0,2,1,74,1,14,10,2,0,47
"E01000948",905,152,111,18,12,47,10,10,0,3,11,41,0,10,0,31,253,53,10,8,32,1,2,32,19,4,9,38,38,130,32,39,20,6,5,2,26,195,6,3,1,2,15,5,10,4,4,81,64,14,3,89,0,5,35,40,0,9,66,48,8,15,10,10,5,18,18,42,1,1,5,1,0,0,4,0,13,12,1,0,23,3,1,17,2,76,36,22,2,12,40,4,19,16,1,45,35,30,3,2,10,8,2,19,6,2,0,3,1,13,12,0,1,57,2,0,0,2,55,7,12,6,2,4,24
"E01000949",749,59,37,0,9,10,5,2,1,4,6,22,0,6,3,13,185,20,4,1,15,0,0,76,10,0,66,46,46,43,3,20,7,4,1,1,7,106,7,2,2,3,26,13,13,24,24,18,14,1,3,31,0,0,10,12,1,8,101,72,20,13,14,14,11,29,29,39,0,0,9,0,1,1,7,0,12,9,3,0,18,0,2,16,0,65,40,13,0,27,25,14,2,6,3,73,45,32,8,5,28,26,2,48,6,0,2,1,3,42,19,0,23,73,2,0,2,0,71,12,18,15,0,3,23
"E01000950",485,28,18,0,5,3,4,1,0,2,3,10,0,6,0,4,74,16,4,2,9,0,1,17,6,1,10,17,17,24,5,8,1,1,2,0,7,53,4,0,1,3,7,2,5,3,3,17,13,1,3,22,1,1,8,10,0,2,49,36,2,12,9,13,0,13,13,36,0,0,6,0,1,2,2,1,4,1,2,1,26,0,0,25,1,42,22,11,0,11,20,3,4,10,3,66,57,50,4,3,9,9,0,45,3,1,1,0,1,42,38,0,4,92,0,0,0,0,92,3,27,11,3,3,45
"E01000951",497,36,20,0,1,5,3,1,0,1,9,16,0,10,0,6,76,11,2,0,7,1,1,19,10,1,8,20,20,26,3,13,0,3,3,1,3,76,5,0,1,4,6,1,5,1,1,27,22,5,0,37,0,1,10,11,0,15,55,43,4,14,13,10,2,12,12,53,2,2,14,0,3,5,6,0,10,5,4,1,27,0,1,26,0,45,29,14,0,15,16,2,4,6,4,48,41,34,4,3,7,7,0,37,9,4,2,1,2,28,26,1,1,71,2,0,2,0,69,8,19,6,2,4,30
"E01000952",654,59,38,5,5,13,1,3,0,2,9,21,0,11,2,8,130,25,6,1,16,0,2,23,9,4,10,30,30,52,7,20,7,2,2,1,13,94,8,4,0,4,11,1,10,1,1,37,30,1,6,37,0,0,12,19,0,6,81,57,10,15,11,13,8,24,24,29,0,0,8,0,3,1,4,0,9,7,2,0,12,1,0,10,1,64,49,31,0,18,15,3,3,6,3,69,56,50,1,5,13,9,4,36,8,2,3,1,2,28,27,1,0,92,3,1,2,0,89,12,13,17,6,2,39
"E01000953",594,37,23,1,2,8,1,1,0,1,9,14,0,6,2,6,110,14,5,3,6,0,0,28,11,1,16,19,19,49,5,22,5,4,1,0,12,79,6,1,2,3,4,0,4,4,4,32,22,7,3,33,0,3,19,7,0,4,69,48,12,16,9,8,3,21,21,35,0,0,8,0,2,1,5,0,10,7,1,2,17,1,0,15,1,70,48,26,0,22,22,6,3,7,6,68,59,53,3,3,9,9,0,37,6,0,2,0,4,31,28,0,3,89,3,0,3,0,86,7,20,13,2,5,39
"E01000954",527,35,18,0,3,3,3,3,0,0,6,17,0,6,1,10,77,15,2,3,10,0,0,21,14,0,7,14,14,27,4,11,2,3,3,0,4,59,5,3,0,2,6,1,5,0,0,18,13,3,2,30,0,1,17,7,0,5,53,37,4,10,7,14,2,16,16,53,5,5,5,2,0,0,3,0,12,8,3,1,31,0,1,29,1,60,42,15,2,25,18,2,5,8,3,57,48,38,5,5,9,9,0,40,8,2,0,1,5,32,31,1,0,93,4,0,2,2,89,11,27,4,2,4,41
"E01000955",523,43,32,0,0,20,1,2,0,0,9,11,0,6,0,5,75,16,6,2,8,0,0,8,5,0,3,30,30,21,2,4,1,5,0,0,9,61,6,5,1,0,8,1,7,2,2,30,25,4,1,15,0,0,3,7,0,5,75,43,7,10,11,13,2,32,32,33,1,1,7,0,1,2,4,0,10,6,2,2,15,1,1,12,1,62,47,28,0,19,15,6,1,7,1,58,45,37,5,3,13,11,2,32,5,0,1,0,4,27,25,0,2,84,3,0,2,1,81,8,11,13,0,6,43
"E01000956",586,42,22,5,1,7,3,1,0,1,4,20,0,8,0,12,119,29,7,3,19,0,0,28,15,2,11,23,23,39,4,18,1,7,1,0,8,96,10,5,2,3,11,2,9,4,4,23,18,2,3,48,0,1,14,23,0,10,62,46,3,15,11,15,2,16,16,59,2,2,10,0,2,4,4,0,12,5,7,0,35,3,0,31,1,38,21,11,0,10,17,5,0,7,5,59,42,37,0,5,17,15,2,24,2,1,0,0,1,22,20,0,2,87,3,0,3,0,84,7,18,9,2,7,41
"E01000957",829,80,52,0,5,23,1,3,1,3,16,28,0,5,0,23,245,52,8,6,37,0,1,56,40,6,10,42,42,95,13,37,9,3,3,1,29,156,14,2,5,7,15,5,10,4,4,47,35,6,6,76,0,2,28,39,0,7,85,65,12,20,10,20,3,20,20,54,4,4,9,0,1,1,7,0,7,2,4,1,34,0,0,27,7,48,30,16,0,14,18,3,8,5,2,63,53,39,6,8,10,9,1,28,3,1,2,0,0,25,22,1,2,70,4,0,2,2,66,11,12,5,2,2,34
"E01000958",969,86,62,2,9,29,2,5,0,3,12,24,0,5,0,19,230,40,2,12,23,0,3,50,27,10,13,46,46,94,10,40,21,8,0,0,15,186,16,10,1,5,25,4,21,5,5,60,33,19,8,80,0,6,23,32,0,19,119,80,12,25,8,28,7,39,39,40,5,5,7,0,2,3,2,0,10,9,1,0,18,3,0,15,0,63,44,25,4,15,19,3,3,11,2,62,52,45,3,4,10,9,1,45,7,1,2,0,4,38,33,1,4,138,3,0,2,1,135,6,14,16,4,5,90
"E01000959",602,37,14,4,1,4,1,0,0,1,3,23,0,9,2,12,112,22,6,4,10,1,1,21,5,6,10,19,19,50,8,20,2,9,1,2,8,79,8,4,1,3,9,2,7,2,2,20,14,4,2,40,0,4,12,16,0,8,71,48,6,13,9,16,4,23,23,60,4,4,13,0,1,6,6,0,15,9,6,0,28,2,1,24,1,49,33,20,0,13,16,5,3,7,1,64,56,50,3,3,8,7,1,39,10,0,3,3,4,29,26,0,3,91,2,0,1,1,89,11,12,15,2,3,46
"E01000960",926,133,100,6,4,52,17,2,0,1,18,33,0,8,1,24,339,64,6,6,49,0,3,51,33,9,9,45,45,179,46,86,13,3,2,1,28,204,5,2,2,1,11,4,7,1,1,66,47,11,8,121,0,9,57,44,0,11,89,63,6,20,10,21,6,26,26,26,1,1,2,0,0,1,1,0,7,5,1,1,16,0,2,12,2,41,18,11,0,7,23,10,5,6,2,40,31,26,4,1,9,9,0,16,7,0,5,0,2,9,8,0,1,38,3,0,0,3,35,3,8,6,1,1,16
"E01000961",622,94,70,11,5,27,15,1,0,0,11,24,0,5,2,17,153,29,4,9,15,0,1,30,21,4,5,29,29,65,13,26,2,5,0,1,18,123,6,3,1,2,10,3,7,2,2,32,18,9,5,73,0,0,35,31,0,7,59,40,5,16,5,7,7,19,19,31,0,0,10,1,2,1,6,0,6,4,2,0,15,1,0,14,0,44,26,16,1,9,18,4,4,9,1,32,27,25,1,1,5,5,0,20,4,0,2,0,2,16,15,1,0,66,0,0,0,0,66,7,14,5,2,8,30
"E01000962",1076,169,129,12,5,64,32,3,0,6,7,40,0,11,0,29,450,94,9,8,71,2,4,58,41,13,4,58,58,240,79,107,16,4,2,4,28,252,7,4,0,3,7,5,2,3,3,60,45,10,5,175,0,5,87,65,0,18,74,58,5,17,8,19,9,16,16,31,1,1,8,0,1,3,3,1,9,6,3,0,13,1,0,9,3,27,19,12,1,6,8,2,5,1,0,41,35,25,9,1,6,5,1,9,4,1,2,0,1,5,3,0,2,23,3,2,1,0,20,1,1,2,0,0,16
"E01000963",853,238,188,34,17,48,52,5,1,6,25,50,0,9,2,39,240,34,4,5,25,0,0,45,38,1,6,27,27,134,39,56,11,5,0,2,21,201,6,1,1,4,5,5,0,5,5,34,17,15,2,151,1,6,78,51,0,15,65,43,8,19,4,8,4,22,22,22,0,0,0,0,0,0,0,0,10,10,0,0,12,0,0,12,0,27,10,6,0,4,17,3,3,11,0,17,13,7,4,2,4,3,1,10,6,1,1,1,3,4,4,0,0,33,0,0,0,0,33,7,8,1,1,2,14
"E01000964",842,123,97,14,10,38,22,1,1,2,9,26,0,3,1,22,309,61,10,6,41,3,1,43,27,8,8,49,49,156,35,67,14,1,4,3,32,194,8,1,3,4,6,1,5,3,3,51,38,12,1,126,0,3,61,47,0,15,77,52,9,21,3,15,4,25,25,18,0,0,3,0,2,1,0,0,8,5,3,0,7,0,2,4,1,42,24,18,0,6,18,7,4,7,0,40,28,26,1,1,12,10,2,8,4,0,1,1,2,4,3,0,1,31,1,0,1,0,30,5,3,9,1,3,9
"E01000965",928,156,119,3,18,69,18,2,1,0,8,37,0,10,2,25,351,50,10,4,31,1,4,59,44,9,6,45,45,197,58,95,11,4,3,2,24,207,12,2,4,6,9,2,7,2,2,55,34,17,4,129,0,5,63,47,0,14,71,44,11,14,5,13,1,27,27,22,1,1,4,0,2,0,1,1,5,5,0,0,12,0,1,10,1,38,22,13,1,8,16,6,5,4,1,39,35,29,3,3,4,2,2,15,7,1,1,1,4,8,7,0,1,29,2,0,2,0,27,3,6,5,0,1,12
"E01000966",997,204,141,13,9,58,41,3,0,1,16,63,1,12,0,50,402,62,7,14,40,0,1,48,34,9,5,59,59,233,62,107,19,2,2,7,34,233,6,2,1,3,7,5,2,1,1,62,50,10,2,157,1,3,68,71,0,14,63,45,12,12,5,12,4,18,18,22,2,2,5,0,1,1,2,1,3,3,0,0,12,1,3,6,2,21,9,7,1,1,12,4,4,4,0,27,21,15,4,2,6,6,0,7,3,1,0,1,1,4,3,0,1,18,0,0,0,0,18,3,4,1,0,3,7
"E01000967",684,186,121,21,17,39,29,1,0,0,14,65,0,20,5,40,206,26,3,2,20,0,1,24,16,4,4,33,33,123,31,40,23,1,1,2,25,130,4,2,2,0,2,1,1,2,2,51,35,11,5,71,0,3,40,28,0,0,37,22,3,8,2,6,3,15,15,32,0,0,5,0,2,0,3,0,13,10,2,1,14,1,0,12,1,36,18,15,0,3,18,3,1,14,0,19,13,9,3,1,6,6,0,13,2,1,1,0,0,11,10,0,1,25,0,0,0,0,25,3,11,1,0,2,8
"E01000968",973,142,117,2,5,67,17,4,6,1,15,25,0,5,1,19,378,65,7,11,44,1,2,61,43,12,6,60,60,192,45,90,15,4,2,2,34,237,20,6,1,13,15,5,10,2,2,55,39,14,2,145,1,4,62,61,0,17,76,50,12,14,8,15,1,26,26,16,2,2,3,0,1,0,2,0,4,2,2,0,7,0,1,5,1,31,24,10,0,14,7,2,1,4,0,35,25,20,4,1,10,7,3,14,7,3,1,0,3,7,5,1,1,44,4,0,2,2,40,9,5,2,2,2,20
"E01000969",1369,204,150,8,18,72,30,1,1,5,15,54,0,16,2,36,535,102,22,13,61,2,4,64,38,15,11,62,62,307,100,132,25,2,0,6,42,332,11,2,1,8,16,6,10,1,1,83,63,14,6,221,0,4,99,93,0,25,104,77,19,19,9,24,6,27,27,53,3,3,7,0,2,4,1,0,24,12,11,1,19,0,9,10,0,48,32,14,2,16,16,4,5,7,0,42,35,26,8,1,7,7,0,7,5,2,1,1,1,2,1,0,1,44,0,0,0,0,44,3,24,0,2,0,15
"E01000970",1098,166,118,3,18,54,15,3,1,1,23,48,0,25,1,22,397,60,10,6,40,3,1,54,35,8,11,42,42,241,91,90,16,3,0,4,37,288,16,5,7,4,11,4,7,3,3,60,44,12,4,198,1,5,79,87,0,26,86,62,16,16,10,16,4,24,24,29,1,1,4,0,0,2,2,0,10,7,2,1,14,0,1,11,2,37,22,10,3,9,15,6,6,3,0,52,35,26,6,3,17,15,2,4,2,0,0,0,2,2,2,0,0,39,1,0,1,0,38,6,2,9,1,0,20
"E01000971",903,126,93,4,7,46,18,1,0,6,11,33,0,7,2,24,357,58,6,5,40,4,3,37,26,7,4,66,66,196,37,90,15,0,7,9,38,210,9,2,2,5,11,5,6,0,0,64,48,15,1,126,0,5,53,50,0,18,52,39,14,9,7,8,1,13,13,26,1,1,5,0,1,2,2,0,12,8,4,0,8,0,0,8,0,35,24,15,1,8,11,4,4,3,0,51,43,33,3,7,8,7,1,11,3,0,1,1,1,8,7,0,1,35,1,0,1,0,34,3,7,1,0,0,23
"E01000972",985,129,90,5,9,42,16,3,1,2,12,39,0,12,2,25,288,68,14,14,37,1,2,47,28,5,14,51,51,122,28,51,9,8,1,0,25,196,11,2,4,5,10,1,9,2,2,48,38,8,2,125,0,3,55,48,0,19,111,71,5,30,11,19,6,40,40,45,5,5,4,1,0,0,3,0,10,5,4,1,26,2,1,18,5,72,43,29,1,13,29,9,13,7,0,54,38,36,2,0,16,15,1,33,11,4,3,0,4,22,20,1,1,57,3,1,1,1,54,6,14,8,0,5,21
"E01000973",1149,125,88,4,8,45,16,1,0,1,13,37,0,8,1,28,414,73,4,12,50,0,7,49,29,9,11,61,61,231,47,104,23,15,2,1,39,261,9,4,2,3,17,7,10,6,6,58,39,9,10,171,0,2,75,77,0,17,94,72,11,20,12,21,8,22,22,47,2,2,5,0,2,1,2,0,18,11,7,0,22,2,0,18,2,55,34,18,2,14,21,6,11,2,2,77,60,50,8,2,17,12,5,18,4,2,0,0,2,14,13,0,1,58,0,0,0,0,58,8,9,8,0,3,30
"E01000974",940,107,70,0,7,41,7,1,0,4,10,37,0,11,0,26,279,71,8,13,42,2,6,36,21,6,9,33,33,139,35,70,11,7,3,2,11,199,10,3,3,4,15,2,13,2,2,43,32,8,3,129,0,3,37,76,1,12,89,62,11,15,12,20,4,27,27,60,6,6,12,0,2,3,7,0,16,13,3,0,26,1,1,16,8,47,36,19,5,12,11,1,4,5,1,52,45,39,3,3,7,6,1,29,9,2,4,1,2,20,15,1,4,78,3,0,2,1,75,6,8,17,0,3,41
