"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00174657",100,83,4,54,0,6,2,7,4,6,17,8,3,1,3,2
"E00174658",80,67,5,34,1,5,4,15,2,1,13,8,0,0,4,1
"E00174659",161,125,3,82,0,4,4,21,10,1,36,19,6,3,6,2
"E00174660",51,38,4,22,0,2,3,5,1,1,13,8,3,0,2,0
"E00174661",84,52,6,22,0,2,4,7,7,4,32,11,7,1,7,6
"E00174662",90,60,4,48,0,0,0,2,1,5,30,0,27,0,0,3
"E00174663",111,86,5,64,0,1,1,3,2,10,25,4,19,1,1,0
"E00174664",100,90,4,80,0,0,0,3,0,3,10,5,4,0,1,0
"E00174665",113,86,7,42,0,1,15,8,6,7,27,9,15,1,2,0
"E00174666",80,71,1,60,0,2,1,5,0,2,9,0,2,3,4,0
"E00174667",87,70,7,46,0,3,0,8,4,2,17,6,4,2,3,2
"E00174668",108,47,9,22,1,4,0,8,3,0,61,40,1,2,16,2
"E00174669",125,78,12,44,0,3,4,8,5,2,47,11,6,13,11,6
"E00174670",107,95,2,72,1,5,1,11,1,2,12,5,2,1,3,1
"E00174671",87,74,4,42,0,6,1,18,1,2,13,7,5,0,1,0
"E00174672",141,137,4,127,0,1,0,5,0,0,4,0,3,0,0,1
"E00174673",91,91,1,90,0,0,0,0,0,0,0,0,0,0,0,0
"E00174674",88,68,5,41,0,7,2,6,5,2,20,0,18,0,1,1
"E00174675",117,86,6,53,1,10,4,10,2,0,31,15,11,1,3,1
"E00174676",152,20,1,6,0,0,0,0,1,12,132,0,130,0,1,1
"E00174677",160,105,4,69,1,8,1,15,6,1,55,25,8,7,8,7
"E00174678",113,81,4,64,0,4,3,5,1,0,32,13,13,2,1,3
"E00174679",49,19,0,10,0,0,0,1,1,7,30,1,29,0,0,0
"E00174680",91,65,15,22,0,1,8,6,5,8,26,11,7,4,4,0
