"GeographyCode","QS201EW0001","QS201EW0002","QS201EW0003","QS201EW0004","QS201EW0005","QS201EW0006","QS201EW0007","QS201EW0008","QS201EW0009","QS201EW0010","QS201EW0011","QS201EW0012","QS201EW0013","QS201EW0014","QS201EW0015","QS201EW0016","QS201EW0017","QS201EW0018","QS201EW0019"
"E00004760",195,96,2,0,7,2,2,1,7,3,2,11,0,16,24,12,10,0,0
"E00004761",358,113,5,0,42,2,0,3,30,1,2,61,5,4,29,29,2,27,3
"E00004762",347,108,6,0,52,1,5,7,8,4,2,24,50,15,41,4,9,5,6
"E00004763",223,60,11,0,39,1,8,0,6,3,5,25,8,11,30,7,5,0,4
"E00004764",240,100,13,0,27,5,5,2,2,9,3,16,13,6,22,6,1,2,8
"E00004765",242,60,6,0,28,0,4,1,4,2,1,73,2,18,27,2,5,2,7
"E00004766",234,121,4,0,55,2,0,4,3,7,3,1,9,13,1,1,0,1,9
"E00004767",296,137,4,0,84,3,1,3,3,14,2,3,7,19,5,1,1,1,8
"E00004768",220,105,7,0,75,2,0,4,5,10,0,0,4,4,0,0,0,3,1
"E00004769",275,125,11,0,71,0,0,3,2,9,0,5,8,28,0,4,1,3,5
"E00004770",204,120,11,0,57,0,0,0,1,7,0,0,1,2,0,1,0,3,1
"E00004771",310,145,2,0,91,3,1,3,13,10,0,0,2,12,0,8,2,0,18
"E00004772",273,158,7,0,71,1,0,1,3,5,0,0,11,4,7,0,0,0,5
"E00004773",251,137,4,0,74,0,5,2,6,7,0,0,6,2,4,1,3,0,0
"E00004774",206,76,7,0,54,0,0,8,0,13,5,0,4,11,7,3,1,9,8
"E00004775",267,122,7,0,81,0,0,7,2,18,2,0,7,9,1,0,0,1,10
"E00004776",310,126,6,1,80,3,2,3,9,19,0,10,10,7,21,6,0,2,5
"E00004777",301,89,3,0,65,1,0,4,7,8,4,36,1,27,15,3,10,19,9
"E00004778",254,99,8,0,79,0,0,6,2,12,3,3,3,23,0,0,1,9,6
"E00004779",299,70,3,0,64,1,0,3,3,30,13,0,8,73,13,1,1,2,14
"E00004780",276,43,2,0,74,0,1,8,7,7,3,0,4,77,10,2,5,23,10
"E00004781",297,90,10,0,64,2,0,1,1,15,24,9,14,24,20,0,4,15,4
"E00004782",253,100,0,0,61,0,0,0,2,8,3,0,12,48,1,0,4,11,3
"E00004783",311,131,4,0,69,6,2,3,2,24,3,18,10,8,7,2,1,10,11
"E00004784",264,101,3,0,68,1,0,0,5,32,8,0,6,17,5,2,12,0,4
"E00004785",288,127,13,5,35,2,7,5,5,1,0,9,4,13,30,9,4,8,11
"E00004786",194,73,4,0,32,1,1,1,2,15,2,2,10,39,0,4,1,4,3
"E00004787",281,119,15,0,63,3,3,0,5,9,1,5,6,25,10,8,3,0,6
"E00004788",249,87,3,0,70,3,1,6,5,33,8,0,9,11,0,4,4,0,5
"E00004789",234,44,4,0,60,8,2,4,5,9,3,42,3,10,24,1,5,1,9
"E00004790",245,123,4,0,61,1,1,10,2,4,0,0,10,18,1,0,3,1,6
"E00004791",238,133,12,0,49,2,1,6,3,6,0,5,3,4,4,0,3,0,7
"E00004792",267,117,10,0,67,0,0,3,4,18,10,9,3,12,5,1,1,1,6
"E00004793",252,126,2,0,80,0,0,6,5,12,0,4,3,7,0,1,0,0,6
"E00004794",521,179,4,0,94,7,1,11,2,34,5,26,15,43,40,9,15,20,16
"E00004795",251,118,18,0,68,4,0,2,1,10,0,6,0,14,4,0,0,4,2
"E00004796",263,108,9,0,66,1,1,7,0,8,6,0,16,24,4,0,2,4,7
"E00004797",336,96,9,0,73,4,6,3,4,20,4,35,7,10,15,12,7,5,26
"E00004798",242,106,5,0,78,0,1,8,1,16,1,0,7,9,3,3,4,0,0
"E00004799",306,131,11,0,87,2,0,5,8,13,0,0,14,18,4,1,0,2,10
"E00004801",286,115,6,0,97,0,1,5,8,15,7,0,9,10,0,0,0,0,13
"E00004802",229,98,8,0,66,3,0,2,1,18,6,1,7,8,2,2,0,6,1
"E00004803",153,78,7,0,26,4,2,5,7,5,0,1,1,8,2,4,1,0,2
"E00004804",219,90,6,0,72,1,1,1,2,4,0,0,20,12,2,0,1,6,1
"E00004805",226,69,4,1,50,4,3,10,5,6,0,17,4,11,23,6,5,7,1
"E00004806",256,120,4,0,77,0,2,7,0,13,0,3,12,11,1,1,1,0,4
"E00004807",246,91,3,0,38,5,2,1,1,25,1,1,14,25,23,6,1,4,5
"E00004808",230,39,4,1,50,5,0,11,2,34,0,2,9,39,8,0,0,17,9
"E00004809",253,96,2,0,61,0,0,2,6,14,11,1,12,28,3,0,0,4,13
"E00004810",295,142,5,0,113,2,2,5,3,7,0,0,4,2,1,3,0,4,2
"E00004811",270,130,7,0,85,2,2,4,2,13,1,7,4,5,1,1,2,0,4
"E00004812",358,145,18,0,63,10,3,5,8,6,3,15,6,7,34,11,1,1,22
"E00004813",374,189,9,0,82,1,6,11,7,12,10,0,6,9,3,1,10,7,11
"E00004814",209,131,8,0,32,1,3,3,0,8,0,0,2,2,6,2,0,7,4
"E00004815",512,161,12,0,112,5,4,9,12,14,4,8,29,61,23,12,11,19,16
"E00004816",245,117,12,0,58,9,2,2,8,5,0,3,9,10,1,1,1,1,6
"E00004817",258,151,8,0,66,0,1,3,7,1,0,5,1,5,4,1,1,1,3
"E00004818",202,103,7,0,58,0,2,0,2,3,1,0,7,7,4,2,1,1,4
"E00004819",335,190,12,0,78,0,3,3,2,12,0,0,7,9,8,0,2,5,4
"E00004820",292,119,4,0,106,1,5,10,2,12,0,1,8,6,0,3,5,1,9
"E00004821",191,95,11,0,58,3,0,2,3,4,0,1,2,3,5,1,1,1,1
"E00004822",350,202,7,0,55,1,2,10,6,6,10,27,5,8,3,0,1,4,3
"E00004823",387,130,24,0,72,8,0,5,7,4,2,11,2,54,30,9,11,2,16
"E00004824",218,102,5,0,52,0,5,1,8,10,5,0,3,14,1,5,0,2,5
"E00004825",201,114,3,0,50,2,0,2,5,4,0,0,6,7,0,4,0,0,4
"E00004826",235,130,3,0,63,1,2,2,2,9,2,0,5,3,5,3,0,4,1
"E00004827",344,102,10,0,65,9,6,10,5,10,2,12,7,15,41,21,21,0,8
"E00004828",273,115,23,0,43,2,6,3,1,13,2,11,4,14,12,11,0,8,5
"E00004829",238,106,4,0,72,1,0,2,4,5,0,4,3,6,18,5,0,2,6
"E00004830",304,100,19,0,71,3,1,5,8,5,7,25,12,9,18,1,4,9,7
"E00004831",255,56,9,3,25,12,8,5,3,1,4,10,4,1,56,33,14,6,5
"E00004832",342,125,7,0,45,8,3,5,6,13,3,36,10,15,40,6,1,6,13
"E00004833",331,162,24,0,59,5,5,6,8,12,0,5,2,5,15,9,0,3,11
"E00004834",442,167,36,0,42,8,5,6,9,4,2,31,24,8,27,13,42,9,9
"E00004835",327,149,7,1,65,7,4,8,4,22,5,7,9,15,9,7,3,1,4
"E00004836",335,137,25,0,55,2,5,5,1,7,0,2,5,14,26,5,21,23,2
"E00004837",400,175,32,0,66,8,3,7,8,21,4,5,7,9,38,6,0,4,7
"E00004838",258,90,17,1,33,2,7,4,4,5,0,22,3,5,23,12,15,3,12
"E00004839",341,117,14,0,63,8,12,7,7,12,1,15,7,11,38,6,7,5,11
"E00004840",236,97,5,0,44,0,1,0,9,7,13,12,4,6,21,4,4,1,8
"E00004841",276,123,13,0,48,4,4,7,5,7,1,7,1,14,25,11,1,1,4
"E00004842",266,154,17,0,46,5,1,4,4,2,5,0,7,10,2,3,5,0,1
"E00004843",206,96,7,1,46,3,3,3,0,6,2,7,8,19,1,3,1,0,0
"E00004844",276,120,11,0,77,0,2,1,2,11,6,7,3,6,13,6,0,0,11
"E00004845",240,117,6,1,66,2,2,5,2,12,3,0,5,10,0,1,2,3,3
"E00004846",279,120,12,0,47,2,8,11,16,6,0,0,9,13,12,8,7,3,5
"E00004847",238,125,4,0,49,0,2,2,2,10,5,0,8,9,0,6,0,4,12
"E00004848",327,122,8,0,90,4,1,11,5,18,3,3,13,27,9,6,2,2,3
"E00004849",286,151,5,0,63,2,4,4,4,15,1,5,2,6,0,1,9,7,7
"E00004850",446,233,9,0,117,1,4,9,11,26,1,0,7,19,2,0,4,3,0
"E00004851",188,106,5,0,39,5,3,2,4,9,0,0,1,1,3,2,0,2,6
"E00004852",290,175,8,0,57,5,4,1,4,4,0,6,2,11,4,0,1,1,7
"E00004853",307,114,6,0,86,3,0,3,5,39,1,0,6,23,2,1,0,16,2
"E00174649",362,108,6,1,50,4,7,9,5,27,3,30,6,9,68,10,7,10,2
"E00174650",454,168,4,0,69,1,0,14,8,49,11,2,81,21,4,4,1,3,14
"E00174651",591,301,10,0,62,2,2,11,3,40,6,4,71,26,21,9,10,7,6
"E00174652",168,64,7,0,33,4,0,2,6,5,0,10,6,7,7,7,6,0,4
"E00174653",479,156,6,0,48,1,7,5,7,10,2,141,37,9,24,4,7,0,15
"E00174654",541,181,17,0,92,2,3,14,12,26,2,35,72,32,13,6,13,2,19
"E00174655",269,95,4,0,78,0,0,4,10,9,0,0,36,14,9,0,3,2,5
"E00174656",222,130,9,0,32,3,2,5,9,10,2,0,6,2,7,0,1,3,1
"E00174657",263,109,8,0,42,6,6,10,7,9,3,0,2,5,28,6,11,4,7
"E00174658",173,135,4,0,14,2,0,1,2,1,0,0,0,3,6,1,4,0,0
"E00174659",331,149,20,0,53,1,0,4,6,10,3,12,9,24,9,4,17,2,8
"E00174660",134,50,5,0,24,1,2,0,2,0,1,16,8,11,8,3,0,3,0
"E00174661",612,194,7,0,112,4,7,12,6,45,7,60,50,21,29,16,22,13,7
"E00174662",121,47,3,0,26,0,0,2,2,6,3,0,13,8,0,0,3,2,6
"E00174663",144,63,5,0,28,1,2,1,0,9,0,6,10,12,3,0,1,2,1
"E00174664",123,70,3,0,20,0,0,1,1,1,1,0,8,10,1,0,2,1,4
"E00174665",260,87,3,0,41,5,0,1,4,1,0,43,21,7,13,16,13,1,4
"E00174666",155,61,5,1,26,1,2,2,6,3,1,5,10,4,15,3,2,1,7
"E00174667",220,99,11,1,35,3,6,4,2,6,1,26,2,8,10,1,3,2,0
"E00174668",278,103,17,0,34,11,8,2,5,2,0,39,5,1,18,2,16,3,12
"E00174669",514,117,9,1,74,11,4,16,11,14,15,55,58,35,53,7,0,20,14
"E00174670",284,104,3,0,36,19,0,23,6,3,1,0,2,26,5,29,17,2,8
"E00174671",176,103,5,0,41,3,2,0,3,4,0,0,4,1,4,1,1,2,2
"E00174672",245,46,3,0,38,0,2,2,3,25,6,2,15,52,17,3,6,15,10
"E00174673",111,14,8,0,16,1,0,1,0,2,0,0,0,53,7,1,2,1,5
"E00174674",152,56,8,0,46,2,0,1,4,6,0,1,11,4,0,0,4,5,4
"E00174675",257,96,7,0,48,2,4,2,7,10,1,32,16,3,11,3,2,5,8
"E00174676",203,16,2,0,57,4,2,3,1,8,2,0,61,21,4,1,0,16,5
"E00174677",373,84,10,0,95,2,11,1,3,16,7,4,5,48,26,12,13,10,26
"E00174678",238,57,1,0,51,0,0,2,3,13,0,5,30,49,6,1,2,4,14
"E00174679",618,150,7,0,164,0,3,11,17,31,6,7,111,71,8,1,0,9,22
"E00174680",241,88,9,0,16,1,3,3,3,5,8,32,12,14,35,1,1,5,5
