OPR_DESC_TXT,BUS_SVC_NO_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,RD_NAM,BUS_STOP_DESC_TXT,OP_HR_1_TXT,OP_HR_2_TXT,ORIG_DEST_TXT,FARE_TXT,SVC_IND_CD,LATTD_TXT,LONGTD_TXT,BUS_STOP_CD,NO_SVC_IND,WEBSITE_TXT,CONTACT_TXT
"KH Ng Bus Transport Service","571","2","4","Alexandra Road","Bus stop outside Alexandra Hospital","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28594687400000","103.80251880000000","11511","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","4","Alexandra Road","Bus stop outside Alexandra Hospital","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28594687400000","103.80251880000000","11511","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","5","Jalan Bukit Merah","Bus stop opposite OG Factory","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28679632523156","103.80565677295323","11019","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","5","Jalan Bukit Merah","Bus stop opposite OG Factory","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28679632523156","103.80565677295323","11019","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","6","Jalan Bukit Merah","Bus stop outside Blk 1","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28635135443034","103.80810002234390","10139","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","6","Jalan Bukit Merah","Bus stop outside Blk 1","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28635135443034","103.80810002234390","10139","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","7","Jalan Bukit Merah","Bus stop opposite Pacific Technical Centre","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28598009010704","103.81122515087834","10119","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","7","Jalan Bukit Merah","Bus stop opposite Pacific Technical Centre","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28598009010704","103.81122515087834","10119","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","8","Jalan Bukit Merah","Bus stop opposite SPRING Singapore Building","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28531403200000","103.81365540000000","10109","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","8","Jalan Bukit Merah","Bus stop opposite SPRING Singapore Building","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28531403200000","103.81365540000000","10109","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","9","Jalan Bukit Merah","Bus stop opposite Bukit Merah Town Centre","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28420923900000","103.81765720000000","10099","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","9","Jalan Bukit Merah","Bus stop opposite Bukit Merah Town Centre","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28420923900000","103.81765720000000","10099","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","10","Jalan Bukit Merah","Bus stop outside Blk 119","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28292332200000","103.82165660000000","10089","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","10","Jalan Bukit Merah","Bus stop outside Blk 119","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28292332200000","103.82165660000000","10089","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","11","Jalan Bukit Merah","Bus stop outside Blk 201","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28039501400000","103.82708910000000","10079","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","11","Jalan Bukit Merah","Bus stop outside Blk 201","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.28039501400000","103.82708910000000","10079","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","12","Ang Mo Kio Avenue 3","Bus stop outside Blk 5022","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37019500500000","103.86284680000000","54301","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","12","Ang Mo Kio Avenue 3","Bus stop outside Blk 5022","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37019500500000","103.86284680000000","54301","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","13","Ang Mo Kio Avenue 3","Bus stop outside Daikin Singapore","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37114196100000","103.86525340000000","66341","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","13","Ang Mo Kio Avenue 3","Bus stop outside Daikin Singapore","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37114196100000","103.86525340000000","66341","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","14","Ang Mo Kio Avenue 3","Bus stop outside Blk 516","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37094045500000","103.87325900000000","66101","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","14","Ang Mo Kio Avenue 3","Bus stop outside Blk 516","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37094045500000","103.87325900000000","66101","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","15","Yio Chu Kang Road","Bus stop opposite Gracehaven Salvation Army","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37212119701131","103.87653938842564","64101","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","15","Yio Chu Kang Road","Bus stop opposite Gracehaven Salvation Army","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37212119701131","103.87653938842564","64101","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","16","Hougang Avenue 9","Bus stop outside Central Place","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37513027801163","103.87905166700338","64491","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","16","Hougang Avenue 9","Bus stop outside Central Place","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37513027801163","103.87905166700338","64491","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","17","Hougang Avenue 9","Bus stop between Blks 930/931","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37514474300000","103.88078640000000","64481","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","17","Hougang Avenue 9","Bus stop between Blks 930/931","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37514474300000","103.88078640000000","64481","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","18","Hougang Avenue 9","Bus stop outside Blk 917","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37454805600000","103.88396780000000","64471","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","18","Hougang Avenue 9","Bus stop outside Blk 917","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37454805600000","103.88396780000000","64471","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","19","Hougang Avenue 8","Bus stop opposite Montfort School","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37481110500000","103.88808210000000","64351","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","19","Hougang Avenue 8","Bus stop opposite Montfort School","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37481110500000","103.88808210000000","64351","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","20","Hougang Avenue 8","Bus stop outside Blk 535","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37634509200000","103.89054890000000","64361","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","20","Hougang Avenue 8","Bus stop outside Blk 535","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37634509200000","103.89054890000000","64361","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","21","Hougang Avenue 8","Bus stop outside Blk 436","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37699995700000","103.89366080000000","64031","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","21","Hougang Avenue 8","Bus stop outside Blk 436","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37699995700000","103.89366080000000","64031","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","22","Hougang Avenue 8","Bus stop outside Punggol Park","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37500833300000","103.89774780000000","64079","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","22","Hougang Avenue 8","Bus stop outside Punggol Park","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37500833300000","103.89774780000000","64079","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","23","Upper Serangoon Road","Bus stop outside Blk 355","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37249135700000","103.89837470000000","64059","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","23","Upper Serangoon Road","Bus stop outside Blk 355","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37249135700000","103.89837470000000","64059","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","24","Upper Serangoon Road","Bus stop opposite Hougang Plaza","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37037139000000","103.89603250000000","64049","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"KH Ng Bus Transport Service","571","2","24","Upper Serangoon Road","Bus stop opposite Hougang Plaza","Morning: 7.00am to 9.00 am (Monday to Friday)","Evening: 5.15pm to 7.15 pm (Monday to Friday)","Upper Serangoon Road to Alexandra Road ","$4.00","PREMIUM","1.37037139000000","103.89603250000000","64049","N",,"Email: khng.bus.service@gmail.com Phone: 6281 9003"
"Ren Quan Transport","573","1","1","Sembawang Way","Bus stop opposite Sembawang MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44953463700000","103.81992970000000","58219","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","1","Sembawang Way","Bus stop opposite Sembawang MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44953463700000","103.81992970000000","58219","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","2","Sembawang Road","Bus stop after Sembawang Shopping Centre","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44085108800000","103.82473000000000","58019","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","2","Sembawang Road","Bus stop after Sembawang Shopping Centre","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44085108800000","103.82473000000000","58019","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","3","Yishun Avenue 2","Bus stop outside NorthPoint Shopping Centre","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44035052900398","103.83181429954200","59072","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","3","Yishun Avenue 2","Bus stop outside NorthPoint Shopping Centre","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.44035052900398","103.83181429954200","59072","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","4","Ang Mo Kio Avenue 6","Bus stop opposite Castle Green Condominium","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.38573179900000","103.84259430000000","55179","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","4","Ang Mo Kio Avenue 6","Bus stop opposite Castle Green Condominium","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.38573179900000","103.84259430000000","55179","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","5","Ang Mo Kio Avenue 6","Bus stop outside Yio Chu Kang MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.38261995800000","103.84383840000000","55189","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","5","Ang Mo Kio Avenue 6","Bus stop outside Yio Chu Kang MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.38261995800000","103.84383840000000","55189","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","6","Ang Mo Kio Avenue 6","Bus stop outside Anderson Junior College","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37863166700000","103.84468440000000","55209","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","6","Ang Mo Kio Avenue 6","Bus stop outside Anderson Junior College","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37863166700000","103.84468440000000","55209","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","7","Ang Mo Kio Avenue 6","Bus stop before Ang Mo Kio Library","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37628498900000","103.84498300000000","54059","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","7","Ang Mo Kio Avenue 6","Bus stop before Ang Mo Kio Library","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37628498900000","103.84498300000000","54059","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","8","Ang Mo Kio Avenue 6","Bus stop outside Courts Ang Mo Kio","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37350472200000","103.84532570000000","54049","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","8","Ang Mo Kio Avenue 6","Bus stop outside Courts Ang Mo Kio","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37350472200000","103.84532570000000","54049","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","9","Ang Mo Kio Avenue 6","Bus stop before Al-Muttaqin Mosque","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37091786100000","103.84563650000000","54039","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","9","Ang Mo Kio Avenue 6","Bus stop before Al-Muttaqin Mosque","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.37091786100000","103.84563650000000","54039","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","10","Ang Mo Kio Avenue 3","Bus stop outside Blk 700B","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36913518643274","103.84618005827467","54241","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","10","Ang Mo Kio Avenue 3","Bus stop outside Blk 700B","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36913518643274","103.84618005827467","54241","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","11","Ang Mo Kio Avenue 3","Bus stop outside Ang Mo Kio MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36946941900000","103.85075450000000","54261","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","11","Ang Mo Kio Avenue 3","Bus stop outside Ang Mo Kio MRT Station","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36946941900000","103.85075450000000","54261","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","12","Ang Mo Kio Avenue 3","Bus stop outside Blk 586","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36996326800000","103.85356660000000","54271","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","12","Ang Mo Kio Avenue 3","Bus stop outside Blk 586","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36996326800000","103.85356660000000","54271","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","13","Ang Mo Kio Avenue 3","Bus stop outside Blk 570","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36949025700000","103.85601280000000","54281","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
"Ren Quan Transport","573","1","13","Ang Mo Kio Avenue 3","Bus stop outside Blk 570","Morning: 6.45am to 9.00am (Monday to Friday); and 7.00am to 9.00am (Saturday)","Evening: 5.00pm to 8.30pm (Monday to Friday); and 12.30pm to 2.30pm (Saturday)","Ang Mo Kio Avenue 6 to Alexandra Road","$3.00","PREMIUM","1.36949025700000","103.85601280000000","54281","N","-","Email: davidloh@renquantpt.com.sg Phone: 6755 9336"
