"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"QS203EW","QS203EW0050","Count","Middle East and Asia: Eastern Asia: China"
"QS203EW","QS203EW0051","Count","Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China)"
"QS203EW","QS203EW0052","Count","Middle East and Asia: Eastern Asia: Other Eastern Asia"
"QS203EW","QS203EW0053","Count","Middle East and Asia: Southern Asia: Total"
"QS203EW","QS203EW0054","Count","Middle East and Asia: Southern Asia: Bangladesh"
"QS203EW","QS203EW0055","Count","Middle East and Asia: Southern Asia: India"
"QS203EW","QS203EW0056","Count","Middle East and Asia: Southern Asia: Pakistan"
"QS203EW","QS203EW0057","Count","Middle East and Asia: Southern Asia: Sri Lanka"
"QS203EW","QS203EW0058","Count","Middle East and Asia: Southern Asia: Other Southern Asia"
"QS203EW","QS203EW0059","Count","Middle East and Asia: South-East Asia: Total"
"QS203EW","QS203EW0060","Count","Middle East and Asia: South-East Asia: Philippines"
"QS203EW","QS203EW0061","Count","Middle East and Asia: South-East Asia: Other South-East Asia"
"QS203EW","QS203EW0062","Count","Middle East and Asia: Central Asia"
"QS203EW","QS203EW0063","Count","The Americas and the Caribbean: Total"
"QS203EW","QS203EW0064","Count","The Americas and the Caribbean: North America: Total"
"QS203EW","QS203EW0065","Count","The Americas and the Caribbean: North America: United States"
"QS203EW","QS203EW0066","Count","The Americas and the Caribbean: North America: Other North America"
"QS203EW","QS203EW0067","Count","The Americas and the Caribbean: Central America"
"QS203EW","QS203EW0068","Count","The Americas and the Caribbean: South America"
"QS203EW","QS203EW0069","Count","The Americas and the Caribbean: The Caribbean: Total"
"QS203EW","QS203EW0070","Count","The Americas and the Caribbean: The Caribbean: Jamaica"
"QS203EW","QS203EW0071","Count","The Americas and the Caribbean: The Caribbean: Other Caribbean"
"QS203EW","QS203EW0072","Count","Antarctica and Oceania: Total"
"QS203EW","QS203EW0073","Count","Antarctica and Oceania: Antarctica"
"QS203EW","QS203EW0074","Count","Antarctica and Oceania: Australasia: Total"
"QS203EW","QS203EW0075","Count","Antarctica and Oceania: Australasia: Australia"
"QS203EW","QS203EW0076","Count","Antarctica and Oceania: Australasia: Other Australasia"
"QS203EW","QS203EW0077","Count","Antarctica and Oceania: Other Oceania"
"QS203EW","QS203EW0078","Count","Other"
"QS204EW","QS204EW0001","Count","All usual residents aged 3 and over"
"QS204EW","QS204EW0002","Count","English (English or Welsh if in Wales)"
"QS204EW","QS204EW0003","Count","Welsh/Cymraeg (in England only)"
"QS204EW","QS204EW0004","Count","Other UK language: Total"
"QS204EW","QS204EW0005","Count","Other UK language: Gaelic (Irish) "
"QS204EW","QS204EW0006","Count","Other UK language: Gaelic (Scottish)"
"QS204EW","QS204EW0007","Count","Other UK language: Manx Gaelic"
"QS204EW","QS204EW0008","Count","Other UK language: Gaelic (Not otherwise specified)  "
"QS204EW","QS204EW0009","Count","Other UK language: Cornish"
"QS204EW","QS204EW0010","Count","Other UK language: Scots"
"QS204EW","QS204EW0011","Count","Other UK language: Gypsy/Traveller languages"
"QS204EW","QS204EW0012","Count","French"
"QS204EW","QS204EW0013","Count","Portuguese"
"QS204EW","QS204EW0014","Count","Spanish"
"QS204EW","QS204EW0015","Count","Other European Language (EU): Total"
"QS204EW","QS204EW0016","Count","Other European Language (EU): Italian"
"QS204EW","QS204EW0017","Count","Other European Language (EU): German"
"QS204EW","QS204EW0018","Count","Other European Language (EU): Polish"
"QS204EW","QS204EW0019","Count","Other European Language (EU): Slovak"
"QS204EW","QS204EW0020","Count","Other European Language (EU): Czech"
"QS204EW","QS204EW0021","Count","Other European Language (EU): Romanian"
"QS204EW","QS204EW0022","Count","Other European Language (EU): Lithuanian"
"QS204EW","QS204EW0023","Count","Other European Language (EU): Latvian"
"QS204EW","QS204EW0024","Count","Other European Language (EU): Hungarian"
"QS204EW","QS204EW0025","Count","Other European Language (EU): Bulgarian"
"QS204EW","QS204EW0026","Count","Other European Language (EU): Greek"
"QS204EW","QS204EW0027","Count","Other European Language (EU): Dutch"
"QS204EW","QS204EW0028","Count","Other European Language (EU): Swedish"
"QS204EW","QS204EW0029","Count","Other European Language (EU): Danish"
"QS204EW","QS204EW0030","Count","Other European Language (EU): Finnish"
"QS204EW","QS204EW0031","Count","Other European Language (EU): Estonian"
"QS204EW","QS204EW0032","Count","Other European Language (EU): Slovenian"
"QS204EW","QS204EW0033","Count","Other European Language (EU): Maltese"
"QS204EW","QS204EW0034","Count","Other European Language (EU): Any other European Language (EU)"
"QS204EW","QS204EW0035","Count","Other European Language (non EU): Total"
"QS204EW","QS204EW0036","Count","Other European Language (non EU): Albanian"
"QS204EW","QS204EW0037","Count","Other European Language (non EU): Serbian/Croatian/Bosnian"
"QS204EW","QS204EW0038","Count","Other European Language (non EU): Ukrainian"
"QS204EW","QS204EW0039","Count","Other European Language (non EU): Any other Eastern European Language (non EU)"
"QS204EW","QS204EW0040","Count","Other European Language (non EU): Northern European Language (non EU)"
"QS204EW","QS204EW0041","Count","Other European Language (non-national): Total"
"QS204EW","QS204EW0042","Count","Other European Language (non-national): Romani language (any)"
"QS204EW","QS204EW0043","Count","Other European Language (non-national): Yiddish"
"QS204EW","QS204EW0044","Count","Russian"
"QS204EW","QS204EW0045","Count","Turkish"
"QS204EW","QS204EW0046","Count","Arabic"
"QS204EW","QS204EW0047","Count","West/Central Asian Language: Total"
"QS204EW","QS204EW0048","Count","West/Central Asian Language: Hebrew"
"QS204EW","QS204EW0049","Count","West/Central Asian Language: Kurdish"
"QS204EW","QS204EW0050","Count","West/Central Asian Language: Persian/Farsi"
"QS204EW","QS204EW0051","Count","West/Central Asian Language: Pashto"
"QS204EW","QS204EW0052","Count","West/Central Asian Language: West/Central Asian Language (all other)"
"QS204EW","QS204EW0053","Count","South Asian Language: Total"
"QS204EW","QS204EW0054","Count","South Asian Language: Urdu"
"QS204EW","QS204EW0055","Count","South Asian Language: Hindi"
"QS204EW","QS204EW0056","Count","South Asian Language: Panjabi"
"QS204EW","QS204EW0057","Count","South Asian Language: Pakistani Pahari (with Mirpuri and Potwari)"
"QS204EW","QS204EW0058","Count","South Asian Language: Bengali (with Sylheti and Chatgaya)"
"QS204EW","QS204EW0059","Count","South Asian Language: Gujarati"
"QS204EW","QS204EW0060","Count","South Asian Language: Marathi"
"QS204EW","QS204EW0061","Count","South Asian Language: Telugu"
"QS204EW","QS204EW0062","Count","South Asian Language: Tamil"
"QS204EW","QS204EW0063","Count","South Asian Language: Malayalam"
"QS204EW","QS204EW0064","Count","South Asian Language: Sinhala"
"QS204EW","QS204EW0065","Count","South Asian Language: Nepalese"
"QS204EW","QS204EW0066","Count","South Asian Language: South Asian Language (all other)"
"QS204EW","QS204EW0067","Count","East Asian Language: Total"
"QS204EW","QS204EW0068","Count","East Asian Language: Mandarin Chinese"
"QS204EW","QS204EW0069","Count","East Asian Language: Cantonese Chinese"
"QS204EW","QS204EW0070","Count","East Asian Language: All other Chinese"
"QS204EW","QS204EW0071","Count","East Asian Language: Japanese"
"QS204EW","QS204EW0072","Count","East Asian Language: Korean"
"QS204EW","QS204EW0073","Count","East Asian Language: Vietnamese"
"QS204EW","QS204EW0074","Count","East Asian Language: Thai"
"QS204EW","QS204EW0075","Count","East Asian Language: Malay"
"QS204EW","QS204EW0076","Count","East Asian Language: Tagalog/Filipino"
"QS204EW","QS204EW0077","Count","East Asian Language: East Asian Language (all other)"
"QS204EW","QS204EW0078","Count","Oceanic/Australian language (any)"
"QS204EW","QS204EW0079","Count","North/South American language (any)"
"QS204EW","QS204EW0080","Count","Caribbean Creole: Total"
"QS204EW","QS204EW0081","Count","Caribbean Creole: Caribbean Creole (English-based)"
"QS204EW","QS204EW0082","Count","Caribbean Creole: Caribbean Creole (all other)"
"QS204EW","QS204EW0083","Count","African Language: Total"
"QS204EW","QS204EW0084","Count","African Language: Amharic"
"QS204EW","QS204EW0085","Count","African Language: Tigrinya"
"QS204EW","QS204EW0086","Count","African Language: Somali"
"QS204EW","QS204EW0087","Count","African Language: Krio"
"QS204EW","QS204EW0088","Count","African Language: Akan"
"QS204EW","QS204EW0089","Count","African Language: Yoruba"
"QS204EW","QS204EW0090","Count","African Language: Igbo"
"QS204EW","QS204EW0091","Count","African Language: Swahili/Kiswahili"
"QS204EW","QS204EW0092","Count","African Language: Luganda"
"QS204EW","QS204EW0093","Count","African Language: Lingala"
"QS204EW","QS204EW0094","Count","African Language: Shona"
"QS204EW","QS204EW0095","Count","African Language: Afrikaans"
"QS204EW","QS204EW0096","Count","African Language: Any other Nigerian language"
"QS204EW","QS204EW0097","Count","African Language: West African language (all other)"
"QS204EW","QS204EW0098","Count","African Language: African language (all other)"
"QS204EW","QS204EW0099","Count","Other Languages: Total"
"QS204EW","QS204EW0100","Count","Other Languages: All other languages"
"QS204EW","QS204EW0101","Count","Sign Language: Total"
"QS204EW","QS204EW0102","Count","Sign Language: British sign language"
"QS204EW","QS204EW0103","Count","Sign Language: Sign Language (all other)"
"QS204EW","QS204EW0104","Count","Sign Language: Any Sign Communication System"
"QS205EW","QS205EW0001","Count","All categories: Proficiency in English"
"QS205EW","QS205EW0002","Count","Main language is English (English or Welsh in Wales)"
"QS205EW","QS205EW0003","Count","Main language is not English (English or Welsh in Wales): Can speak English very well"
"QS205EW","QS205EW0004","Count","Main language is not English (English or Welsh in Wales): Can speak English well"
"QS205EW","QS205EW0005","Count","Main language is not English (English or Welsh in Wales): Cannot speak English well"
"QS205EW","QS205EW0006","Count","Main language is not English (English or Welsh in Wales): Cannot speak English"
"QS206WA","QS206WA0001","Count","All usual residents aged 3 and over"
"QS206WA","QS206WA0002","Count","Can understand spoken Welsh"
"QS206WA","QS206WA0003","Count","Can speak Welsh"
"QS206WA","QS206WA0004","Count","Can read Welsh"
"QS206WA","QS206WA0005","Count","Can write Welsh"
"QS206WA","QS206WA0006","Count","Can speak, read or write Welsh"
"QS207WA","QS207WA0001","Count","All categories: Welsh language skills"
"QS207WA","QS207WA0002","Count","No skills in Welsh"
"QS207WA","QS207WA0003","Count","Can understand spoken Welsh only"
"QS207WA","QS207WA0004","Count","Can speak Welsh: Total"
"QS207WA","QS207WA0005","Count","Can speak but cannot read or write Welsh"
"QS207WA","QS207WA0006","Count","Can speak and read but cannot write Welsh"
"QS207WA","QS207WA0007","Count","Can speak, read and write Welsh"
"QS207WA","QS207WA0008","Count","Can speak and other combinations of skills in Welsh"
"QS207WA","QS207WA0009","Count","Can read but cannot speak or write Welsh"
"QS207WA","QS207WA0010","Count","Can read and write but cannot speak Welsh"
"QS207WA","QS207WA0011","Count","Can write but cannot speak or read Welsh"
"QS208EW","QS208EW0001","Count","All categories: Religion"
"QS208EW","QS208EW0002","Count","Christian"
"QS208EW","QS208EW0003","Count","Buddhist"
"QS208EW","QS208EW0004","Count","Hindu"
"QS208EW","QS208EW0005","Count","Jewish"
"QS208EW","QS208EW0006","Count","Muslim"
"QS208EW","QS208EW0007","Count","Sikh"
"QS208EW","QS208EW0008","Count","Other religion"
"QS208EW","QS208EW0009","Count","No religion"
"QS208EW","QS208EW0010","Count","Religion not stated"
"QS210EW","QS210EW0001","Count","All categories: Religion"
"QS210EW","QS210EW0002","Count","Christian"
"QS210EW","QS210EW0003","Count","Buddhist"
"QS210EW","QS210EW0004","Count","Hindu"
"QS210EW","QS210EW0005","Count","Jewish"
"QS210EW","QS210EW0006","Count","Muslim (Islam)"
"QS210EW","QS210EW0007","Count","Sikh"
"QS210EW","QS210EW0008","Count","Other religion: Total"
"QS210EW","QS210EW0009","Count","Other religion: Animism"
"QS210EW","QS210EW0010","Count","Other religion: Baha'i"
"QS210EW","QS210EW0011","Count","Other religion: Believe in God"
"QS210EW","QS210EW0012","Count","Other religion: Brahma Kumari"
"QS210EW","QS210EW0013","Count","Other religion: Chinese Religion"
"QS210EW","QS210EW0014","Count","Other religion: Church of All Religion"
"QS210EW","QS210EW0015","Count","Other religion: Confucianist"
"QS210EW","QS210EW0016","Count","Other religion: Deist"
"QS210EW","QS210EW0017","Count","Other religion: Druid"
"QS210EW","QS210EW0018","Count","Other religion: Druze"
"QS210EW","QS210EW0019","Count","Other religion: Eckankar"
"QS210EW","QS210EW0020","Count","Other religion: Heathen"
"QS210EW","QS210EW0021","Count","Other religion: Jain"
"QS210EW","QS210EW0022","Count","Other religion: Mixed Religion"
"QS210EW","QS210EW0023","Count","Other religion: Mysticism"
"QS210EW","QS210EW0024","Count","Other religion: Native American Church"
"QS210EW","QS210EW0025","Count","Other religion: New Age"
"QS210EW","QS210EW0026","Count","Other religion: Occult"
"QS210EW","QS210EW0027","Count","Other religion: Own Belief System"
"QS210EW","QS210EW0028","Count","Other religion: Pagan"
"QS210EW","QS210EW0029","Count","Other religion: Pantheism"
"QS210EW","QS210EW0030","Count","Other religion: Rastafarian"
"QS210EW","QS210EW0031","Count","Other religion: Ravidassia"
"QS210EW","QS210EW0032","Count","Other religion: Reconstructionist"
"QS210EW","QS210EW0033","Count","Other religion: Satanism"
"QS210EW","QS210EW0034","Count","Other religion: Scientology"
"QS210EW","QS210EW0035","Count","Other religion: Shamanism"
"QS210EW","QS210EW0036","Count","Other religion: Shintoism"
"QS210EW","QS210EW0037","Count","Other religion: Spiritual"
"QS210EW","QS210EW0038","Count","Other religion: Spiritualist"
"QS210EW","QS210EW0039","Count","Other religion: Taoist"
"QS210EW","QS210EW0040","Count","Other religion: Theism"
"QS210EW","QS210EW0041","Count","Other religion: Thelemite"
"QS210EW","QS210EW0042","Count","Other religion: Traditional African Religion"
"QS210EW","QS210EW0043","Count","Other religion: Unification Church"
"QS210EW","QS210EW0044","Count","Other religion: Universalist"
"QS210EW","QS210EW0045","Count","Other religion: Vodun"
"QS210EW","QS210EW0046","Count","Other religion: Wicca"
"QS210EW","QS210EW0047","Count","Other religion: Witchcraft"
"QS210EW","QS210EW0048","Count","Other religion: Zoroastrian"
"QS210EW","QS210EW0049","Count","Other religion: Other religions"
"QS210EW","QS210EW0050","Count","No religion: Total"
"QS210EW","QS210EW0051","Count","No religion: No religion"
"QS210EW","QS210EW0052","Count","No religion: Agnostic"
"QS210EW","QS210EW0053","Count","No religion: Atheist"
"QS210EW","QS210EW0054","Count","No religion: Free Thinker"
"QS210EW","QS210EW0055","Count","No religion: Heavy Metal"
"QS210EW","QS210EW0056","Count","No religion: Humanist"
"QS210EW","QS210EW0057","Count","No religion: Jedi Knight"
"QS210EW","QS210EW0058","Count","No religion: Realist"
"QS210EW","QS210EW0059","Count","Religion not stated"
"QS211EW","QS211EW0001","Count","All categories: Ethnic group"
"QS211EW","QS211EW0002","Count","White: English/Welsh/Scottish/Northern Irish/British"
"QS211EW","QS211EW0003","Count","White: Irish"
"QS211EW","QS211EW0004","Count","White: Gypsy or Irish Traveller"
"QS211EW","QS211EW0005","Count","White: Afghan"
"QS211EW","QS211EW0006","Count","White: Albanian"
"QS211EW","QS211EW0007","Count","White: Anglo Indian"
"QS211EW","QS211EW0008","Count","White: Argentinian"
"QS211EW","QS211EW0009","Count","White: Australian/New Zealander"
"QS211EW","QS211EW0010","Count","White: Baltic States"
"QS211EW","QS211EW0011","Count","White: Bosnian"
"QS211EW","QS211EW0012","Count","White: Brazilian"
"QS211EW","QS211EW0013","Count","White: British Asian"
"QS211EW","QS211EW0014","Count","White: Burmese"
"QS211EW","QS211EW0015","Count","White: Chilean"
"QS211EW","QS211EW0016","Count","White: Colombian"
"QS211EW","QS211EW0017","Count","White: Commonwealth of (Russian) Independent States"
"QS211EW","QS211EW0018","Count","White: Croatian"
"QS211EW","QS211EW0019","Count","White: Cuban"
"QS211EW","QS211EW0020","Count","White: Cypriot (part not stated)"
"QS211EW","QS211EW0021","Count","White: Ecuadorian"
"QS211EW","QS211EW0022","Count","White: European Mixed"
"QS211EW","QS211EW0023","Count","White: Filipino"
"QS211EW","QS211EW0024","Count","White: Greek"
"QS211EW","QS211EW0025","Count","White: Greek Cypriot"
"QS211EW","QS211EW0026","Count","White: Iranian"
"QS211EW","QS211EW0027","Count","White: Israeli"
"QS211EW","QS211EW0028","Count","White: Italian"
"QS211EW","QS211EW0029","Count","White: Japanese"
"QS211EW","QS211EW0030","Count","White: Kashmiri"
"QS211EW","QS211EW0031","Count","White: Kosovan"
"QS211EW","QS211EW0032","Count","White: Kurdish"
"QS211EW","QS211EW0033","Count","White: Latin/South/Central American"
"QS211EW","QS211EW0034","Count","White: Malaysian"
"QS211EW","QS211EW0035","Count","White: Mexican"
"QS211EW","QS211EW0036","Count","White: Moroccan"
"QS211EW","QS211EW0037","Count","White: Multi-ethnic islands"
"QS211EW","QS211EW0038","Count","White: Nepalese (includes Gurkha)"
"QS211EW","QS211EW0039","Count","White: Nigerian"
"QS211EW","QS211EW0040","Count","White: North African"
"QS211EW","QS211EW0041","Count","White: North American"
"QS211EW","QS211EW0042","Count","White: Other Eastern European"
"QS211EW","QS211EW0043","Count","White: Other Middle East"
"QS211EW","QS211EW0044","Count","White: Other Western European"
"QS211EW","QS211EW0045","Count","White: Peruvian"
"QS211EW","QS211EW0046","Count","White: Polish"
"QS211EW","QS211EW0047","Count","White: Polynesia/Micronesia/Melanesia"
"QS211EW","QS211EW0048","Count","White: Serbian"
"QS211EW","QS211EW0049","Count","White: Somali"
"QS211EW","QS211EW0050","Count","White: Somalilander"
"QS211EW","QS211EW0051","Count","White: Sri Lankan"
"QS211EW","QS211EW0052","Count","White: Tamil"
"QS211EW","QS211EW0053","Count","White: Thai"
"QS211EW","QS211EW0054","Count","White: Turkish"
"QS211EW","QS211EW0055","Count","White: Turkish Cypriot"
"QS211EW","QS211EW0056","Count","White: Venezuelan"
"QS211EW","QS211EW0057","Count","White: Vietnamese"
"QS211EW","QS211EW0058","Count","White: White African"
"QS211EW","QS211EW0059","Count","White: White Caribbean"
"QS211EW","QS211EW0060","Count","White: Any other ethnic group"
"QS211EW","QS211EW0061","Count","Mixed/multiple ethnic group: White and Black Caribbean"
"QS211EW","QS211EW0062","Count","Mixed/multiple ethnic group: White and Black African"
"QS211EW","QS211EW0063","Count","Mixed/multiple ethnic group: White and Asian"
"QS211EW","QS211EW0064","Count","Mixed/multiple ethnic group: Afghan"
"QS211EW","QS211EW0065","Count","Mixed/multiple ethnic group: African/Arab"
"QS211EW","QS211EW0066","Count","Mixed/multiple ethnic group: Albanian"
"QS211EW","QS211EW0067","Count","Mixed/multiple ethnic group: Anglo Indian"
"QS211EW","QS211EW0068","Count","Mixed/multiple ethnic group: Australian/New Zealander"
"QS211EW","QS211EW0069","Count","Mixed/multiple ethnic group: Baltic States"
"QS211EW","QS211EW0070","Count","Mixed/multiple ethnic group: Black and Asian"
"QS211EW","QS211EW0071","Count","Mixed/multiple ethnic group: Black and Chinese"
"QS211EW","QS211EW0072","Count","Mixed/multiple ethnic group: Black and White"
"QS211EW","QS211EW0073","Count","Mixed/multiple ethnic group: Black British"
"QS211EW","QS211EW0074","Count","Mixed/multiple ethnic group: Black European"
"QS211EW","QS211EW0075","Count","Mixed/multiple ethnic group: Black/African American"
"QS211EW","QS211EW0076","Count","Mixed/multiple ethnic group: Brazilian"
"QS211EW","QS211EW0077","Count","Mixed/multiple ethnic group: British Asian"
"QS211EW","QS211EW0078","Count","Mixed/multiple ethnic group: Burmese"
"QS211EW","QS211EW0079","Count","Mixed/multiple ethnic group: Caribbean Asian"
"QS211EW","QS211EW0080","Count","Mixed/multiple ethnic group: Chilean"
"QS211EW","QS211EW0081","Count","Mixed/multiple ethnic group: Chinese and White"
"QS211EW","QS211EW0082","Count","Mixed/multiple ethnic group: Colombian"
"QS211EW","QS211EW0083","Count","Mixed/multiple ethnic group: Commonwealth of (Russian) Independent States"
"QS211EW","QS211EW0084","Count","Mixed/multiple ethnic group: Cuban"
"QS211EW","QS211EW0085","Count","Mixed/multiple ethnic group: Cypriot (part not stated)"
"QS211EW","QS211EW0086","Count","Mixed/multiple ethnic group: East African Asian"
"QS211EW","QS211EW0087","Count","Mixed/multiple ethnic group: Ecuadorian"
"QS211EW","QS211EW0088","Count","Mixed/multiple ethnic group: European Mixed"
"QS211EW","QS211EW0089","Count","Mixed/multiple ethnic group: Filipino"
"QS211EW","QS211EW0090","Count","Mixed/multiple ethnic group: Greek"
"QS211EW","QS211EW0091","Count","Mixed/multiple ethnic group: Greek Cypriot"
"QS211EW","QS211EW0092","Count","Mixed/multiple ethnic group: Indonesian"
"QS211EW","QS211EW0093","Count","Mixed/multiple ethnic group: Iranian"
"QS211EW","QS211EW0094","Count","Mixed/multiple ethnic group: Israeli"
"QS211EW","QS211EW0095","Count","Mixed/multiple ethnic group: Italian"
"QS211EW","QS211EW0096","Count","Mixed/multiple ethnic group: Japanese"
"QS211EW","QS211EW0097","Count","Mixed/multiple ethnic group: Kashmiri"
"QS211EW","QS211EW0098","Count","Mixed/multiple ethnic group: Korean"
"QS211EW","QS211EW0099","Count","Mixed/multiple ethnic group: Kosovan"
"QS211EW","QS211EW0100","Count","Mixed/multiple ethnic group: Kurdish"
"QS211EW","QS211EW0101","Count","Mixed/multiple ethnic group: Latin/South/Central American"
"QS211EW","QS211EW0102","Count","Mixed/multiple ethnic group: Malaysian"
"QS211EW","QS211EW0103","Count","Mixed/multiple ethnic group: Mexican"
"QS211EW","QS211EW0104","Count","Mixed/multiple ethnic group: Moroccan"
"QS211EW","QS211EW0105","Count","Mixed/multiple ethnic group: Multi-ethnic islands"
"QS211EW","QS211EW0106","Count","Mixed/multiple ethnic group: Nepalese (includes Gurkha)"
"QS211EW","QS211EW0107","Count","Mixed/multiple ethnic group: Nigerian"
"QS211EW","QS211EW0108","Count","Mixed/multiple ethnic group: North African"
"QS211EW","QS211EW0109","Count","Mixed/multiple ethnic group: North American"
"QS211EW","QS211EW0110","Count","Mixed/multiple ethnic group: Other Eastern European"
"QS211EW","QS211EW0111","Count","Mixed/multiple ethnic group: Other Middle East"
"QS211EW","QS211EW0112","Count","Mixed/multiple ethnic group: Other Western European"
"QS211EW","QS211EW0113","Count","Mixed/multiple ethnic group: Peruvian"
"QS211EW","QS211EW0114","Count","Mixed/multiple ethnic group: Polish"
"QS211EW","QS211EW0115","Count","Mixed/multiple ethnic group: Polynesia/Micronesia/Melanesia"
"QS211EW","QS211EW0116","Count","Mixed/multiple ethnic group: Somali"
"QS211EW","QS211EW0117","Count","Mixed/multiple ethnic group: South Asian and Chinese"
"QS211EW","QS211EW0118","Count","Mixed/multiple ethnic group: Sri Lankan"
"QS211EW","QS211EW0119","Count","Mixed/multiple ethnic group: Tamil"
"QS211EW","QS211EW0120","Count","Mixed/multiple ethnic group: Thai"
"QS211EW","QS211EW0121","Count","Mixed/multiple ethnic group: Turkish"
"QS211EW","QS211EW0122","Count","Mixed/multiple ethnic group: Turkish Cypriot"
"QS211EW","QS211EW0123","Count","Mixed/multiple ethnic group: Venezuelan"
"QS211EW","QS211EW0124","Count","Mixed/multiple ethnic group: Vietnamese"
"QS211EW","QS211EW0125","Count","Mixed/multiple ethnic group: White African"
"QS211EW","QS211EW0126","Count","Mixed/multiple ethnic group: White and Arab"
"QS211EW","QS211EW0127","Count","Mixed/multiple ethnic group: White and East Asian"
"QS211EW","QS211EW0128","Count","Mixed/multiple ethnic group: White and North African or Middle Eastern"
"QS211EW","QS211EW0129","Count","Mixed/multiple ethnic group: White and South Asian"
"QS211EW","QS211EW0130","Count","Mixed/multiple ethnic group: White Caribbean"
"QS211EW","QS211EW0131","Count","Mixed/multiple ethnic group: Any other ethnic group"
"QS211EW","QS211EW0132","Count","Asian/Asian British: Indian or British Indian"
"QS211EW","QS211EW0133","Count","Asian/Asian British: Pakistani or British Pakistani"
"QS211EW","QS211EW0134","Count","Asian/Asian British: Bangladeshi, British Bangladeshi"
"QS211EW","QS211EW0135","Count","Asian/Asian British: Chinese"
"QS211EW","QS211EW0136","Count","Asian/Asian British: Afghan"
"QS211EW","QS211EW0137","Count","Asian/Asian British: Anglo Indian"
"QS211EW","QS211EW0138","Count","Asian/Asian British: British Asian"
"QS211EW","QS211EW0139","Count","Asian/Asian British: Burmese"
"QS211EW","QS211EW0140","Count","Asian/Asian British: Cambodia"
"QS211EW","QS211EW0141","Count","Asian/Asian British: Caribbean Asian"
"QS211EW","QS211EW0142","Count","Asian/Asian British: Commonwealth of (Russian) Independent States"
"QS211EW","QS211EW0143","Count","Asian/Asian British: East African Asian"
"QS211EW","QS211EW0144","Count","Asian/Asian British: European Mixed"
"QS211EW","QS211EW0145","Count","Asian/Asian British: Filipino"
"QS211EW","QS211EW0146","Count","Asian/Asian British: Indonesian"
"QS211EW","QS211EW0147","Count","Asian/Asian British: Iranian"
"QS211EW","QS211EW0148","Count","Asian/Asian British: Italian"
"QS211EW","QS211EW0149","Count","Asian/Asian British: Japanese"
"QS211EW","QS211EW0150","Count","Asian/Asian British: Kashmiri"
"QS211EW","QS211EW0151","Count","Asian/Asian British: Korean"
"QS211EW","QS211EW0152","Count","Asian/Asian British: Kurdish"
"QS211EW","QS211EW0153","Count","Asian/Asian British: Latin/South/Central American"
"QS211EW","QS211EW0154","Count","Asian/Asian British: Malaysian"
"QS211EW","QS211EW0155","Count","Asian/Asian British: Multi-ethnic islands"
"QS211EW","QS211EW0156","Count","Asian/Asian British: Nepalese (includes Gurkha)"
"QS211EW","QS211EW0157","Count","Asian/Asian British: North American"
"QS211EW","QS211EW0158","Count","Asian/Asian British: Other Eastern European"
"QS211EW","QS211EW0159","Count","Asian/Asian British: Other Middle East"
"QS211EW","QS211EW0160","Count","Asian/Asian British: Other Western European"
"QS211EW","QS211EW0161","Count","Asian/Asian British: Polynesia/Micronesia/Melanesia"
"QS211EW","QS211EW0162","Count","Asian/Asian British: Punjabi"
"QS211EW","QS211EW0163","Count","Asian/Asian British: Sinhalese"
"QS211EW","QS211EW0164","Count","Asian/Asian British: Somali"
"QS211EW","QS211EW0165","Count","Asian/Asian British: Sri Lankan"
"QS211EW","QS211EW0166","Count","Asian/Asian British: Taiwanese"
"QS211EW","QS211EW0167","Count","Asian/Asian British: Tamil"
"QS211EW","QS211EW0168","Count","Asian/Asian British: Thai"
"QS211EW","QS211EW0169","Count","Asian/Asian British: Turkish"
"QS211EW","QS211EW0170","Count","Asian/Asian British: Turkish Cypriot"
"QS211EW","QS211EW0171","Count","Asian/Asian British: Vietnamese"
"QS211EW","QS211EW0172","Count","Asian/Asian British: Any other ethnic group"
"QS211EW","QS211EW0173","Count","Black/African/Caribbean/Black British: African"
"QS211EW","QS211EW0174","Count","Black/African/Caribbean/Black British: Caribbean"
"QS211EW","QS211EW0175","Count","Black/African/Caribbean/Black British: Afghan"
"QS211EW","QS211EW0176","Count","Black/African/Caribbean/Black British: African/Arab"
"QS211EW","QS211EW0177","Count","Black/African/Caribbean/Black British: Black British"
"QS211EW","QS211EW0178","Count","Black/African/Caribbean/Black British: Black European"
"QS211EW","QS211EW0179","Count","Black/African/Caribbean/Black British: Black/African American"
"QS211EW","QS211EW0180","Count","Black/African/Caribbean/Black British: Brazilian"
"QS211EW","QS211EW0181","Count","Black/African/Caribbean/Black British: Caribbean Asian"
"QS211EW","QS211EW0182","Count","Black/African/Caribbean/Black British: Colombian"
"QS211EW","QS211EW0183","Count","Black/African/Caribbean/Black British: Cuban"
"QS211EW","QS211EW0184","Count","Black/African/Caribbean/Black British: European Mixed"
"QS211EW","QS211EW0185","Count","Black/African/Caribbean/Black British: Filipino"
"QS211EW","QS211EW0186","Count","Black/African/Caribbean/Black British: Italian"
"QS211EW","QS211EW0187","Count","Black/African/Caribbean/Black British: Latin/South/Central American"
"QS211EW","QS211EW0188","Count","Black/African/Caribbean/Black British: Moroccan"
"QS211EW","QS211EW0189","Count","Black/African/Caribbean/Black British: Multi-ethnic islands"
